node_id,vehicle_serial,gps_time,latitude,longitude,altitude,speed,heading
2025,PC3957P,2018-03-04T23:14:09.000Z,1.291917,103.78028,65,0,187.44
2026,PA9558D,2018-03-04T23:14:09.000Z,1.322817,103.69794,21,5,109.56
2031,PC3785T,2018-03-04T23:14:09.000Z,1.291867,103.78055,55,0,139.86
2033,PC3925G,2018-03-04T23:14:09.000Z,1.294533,103.76962,16,9,26.64
2038,PC3940L,2018-03-04T23:14:09.000Z,1.292167,103.78036,35,0,126.03
2043,PC4038K,2018-03-04T23:14:09.000Z,1.2947,103.77489,37,0,329.73
2054,PC3989Y,2018-03-04T23:14:09.000Z,1.29445,103.77509,37,0,290.1
2055,PC3995D,2018-03-04T23:14:09.000Z,1.294333,103.76953,5,0,21.16
2058,PC4009U,2018-03-04T23:14:09.000Z,1.29465,103.77509,39,0,297.83
2060,PC4071M,2018-03-04T23:14:09.000Z,1.294583,103.77486,34,0,170.03
2129,PC3867R,2018-03-04T23:14:09.000Z,1.29215,103.78028,32,0,306.92
2025,PC3957P,2018-03-04T23:14:10.000Z,1.291917,103.78028,65,0,187.44
2026,PA9558D,2018-03-04T23:14:10.000Z,1.322817,103.69794,21,2,109.56
2031,PC3785T,2018-03-04T23:14:10.000Z,1.291867,103.78056,55,0,139.86
2033,PC3925G,2018-03-04T23:14:10.000Z,1.29455,103.76963,17,6,29.04
2038,PC3940L,2018-03-04T23:14:10.000Z,1.292167,103.78036,35,0,126.03
2043,PC4038K,2018-03-04T23:14:10.000Z,1.2947,103.77489,37,0,329.73
2054,PC3989Y,2018-03-04T23:14:10.000Z,1.29445,103.77509,37,0,290.1
2055,PC3995D,2018-03-04T23:14:10.000Z,1.294333,103.76953,5,0,21.16
2058,PC4009U,2018-03-04T23:14:10.000Z,1.29465,103.77509,39,0,297.83
2060,PC4071M,2018-03-04T23:14:10.000Z,1.294583,103.77486,34,0,170.03
2129,PC3867R,2018-03-04T23:14:10.000Z,1.29215,103.78028,32,0,306.92
2025,PC3957P,2018-03-04T23:14:11.000Z,1.291917,103.78028,66,1,187.44
2026,PA9558D,2018-03-04T23:14:11.000Z,1.322817,103.69791,21,1,109.56
2031,PC3785T,2018-03-04T23:14:11.000Z,1.291867,103.78056,55,0,139.86
2033,PC3925G,2018-03-04T23:14:11.000Z,1.29455,103.76965,17,2,29.04
2038,PC3940L,2018-03-04T23:14:11.000Z,1.292167,103.78036,35,0,126.03
2043,PC4038K,2018-03-04T23:14:11.000Z,1.2947,103.77489,37,0,329.73
2054,PC3989Y,2018-03-04T23:14:11.000Z,1.29445,103.77509,37,0,290.1
2055,PC3995D,2018-03-04T23:14:11.000Z,1.294333,103.76953,5,0,21.16
2058,PC4009U,2018-03-04T23:14:11.000Z,1.29465,103.77509,39,0,297.83
2060,PC4071M,2018-03-04T23:14:11.000Z,1.294583,103.77489,35,0,170.03
2129,PC3867R,2018-03-04T23:14:11.000Z,1.29215,103.78028,32,0,306.92
2025,PC3957P,2018-03-04T23:14:12.000Z,1.291917,103.78028,66,3,238.07
2026,PA9558D,2018-03-04T23:14:12.000Z,1.322817,103.69791,21,2,109.56
2031,PC3785T,2018-03-04T23:14:12.000Z,1.291867,103.78056,55,0,139.86
2033,PC3925G,2018-03-04T23:14:12.000Z,1.294567,103.76965,17,0,29.04
2038,PC3940L,2018-03-04T23:14:12.000Z,1.292167,103.78036,35,0,126.03
2043,PC4038K,2018-03-04T23:14:12.000Z,1.2947,103.77489,37,0,329.73
2054,PC3989Y,2018-03-04T23:14:12.000Z,1.29445,103.77509,37,0,290.1
2055,PC3995D,2018-03-04T23:14:12.000Z,1.294333,103.76953,5,0,21.16
2058,PC4009U,2018-03-04T23:14:12.000Z,1.29465,103.77509,39,0,297.83
2060,PC4071M,2018-03-04T23:14:12.000Z,1.294583,103.77489,35,0,170.03
2129,PC3867R,2018-03-04T23:14:12.000Z,1.29215,103.78028,32,0,306.92
2025,PC3957P,2018-03-04T23:14:13.000Z,1.2919,103.78028,66,4,227.28
2026,PA9558D,2018-03-04T23:14:13.000Z,1.322817,103.6979,21,0,109.56
2031,PC3785T,2018-03-04T23:14:13.000Z,1.291867,103.78056,55,0,139.86
2033,PC3925G,2018-03-04T23:14:13.000Z,1.29455,103.76965,17,1,29.04
2038,PC3940L,2018-03-04T23:14:13.000Z,1.292167,103.78036,35,0,126.03
2043,PC4038K,2018-03-04T23:14:13.000Z,1.2947,103.77489,37,0,329.73
2054,PC3989Y,2018-03-04T23:14:13.000Z,1.29445,103.77509,37,0,290.1
2055,PC3995D,2018-03-04T23:14:13.000Z,1.294333,103.76953,5,0,21.16
2058,PC4009U,2018-03-04T23:14:13.000Z,1.29465,103.77509,39,0,297.83
2060,PC4071M,2018-03-04T23:14:13.000Z,1.294583,103.77489,35,0,170.03
2129,PC3867R,2018-03-04T23:14:13.000Z,1.29215,103.78028,32,0,306.92
2025,PC3957P,2018-03-04T23:14:14.000Z,1.291883,103.78028,66,5,222.41
2026,PA9558D,2018-03-04T23:14:14.000Z,1.322817,103.6979,20,2,109.56
2031,PC3785T,2018-03-04T23:14:14.000Z,1.291867,103.78056,55,0,139.86
2033,PC3925G,2018-03-04T23:14:14.000Z,1.29455,103.76965,16,3,287.08
2038,PC3940L,2018-03-04T23:14:14.000Z,1.292167,103.78036,35,0,126.03
2043,PC4038K,2018-03-04T23:14:14.000Z,1.2947,103.77489,37,0,329.73
2054,PC3989Y,2018-03-04T23:14:14.000Z,1.29445,103.77509,37,0,290.1
2055,PC3995D,2018-03-04T23:14:14.000Z,1.294333,103.76953,6,0,21.16
2058,PC4009U,2018-03-04T23:14:14.000Z,1.29465,103.77509,39,0,297.83
2060,PC4071M,2018-03-04T23:14:14.000Z,1.294583,103.77489,35,0,170.03
2129,PC3867R,2018-03-04T23:14:14.000Z,1.29215,103.78028,32,0,306.92
2025,PC3957P,2018-03-04T23:14:15.000Z,1.291867,103.78028,66,6,219.33
2026,PA9558D,2018-03-04T23:14:15.000Z,1.322817,103.6979,20,0,109.56
2031,PC3785T,2018-03-04T23:14:15.000Z,1.291867,103.78056,54,0,139.86
2033,PC3925G,2018-03-04T23:14:15.000Z,1.29455,103.76963,16,4,241.79
2038,PC3940L,2018-03-04T23:14:15.000Z,1.292167,103.78036,35,0,126.03
2043,PC4038K,2018-03-04T23:14:15.000Z,1.2947,103.77489,37,0,329.73
2054,PC3989Y,2018-03-04T23:14:15.000Z,1.29445,103.77509,37,0,290.1
2055,PC3995D,2018-03-04T23:14:15.000Z,1.294333,103.76953,6,0,21.16
2058,PC4009U,2018-03-04T23:14:15.000Z,1.29465,103.77509,39,0,297.83
2060,PC4071M,2018-03-04T23:14:15.000Z,1.294583,103.77489,35,0,170.03
2129,PC3867R,2018-03-04T23:14:15.000Z,1.29215,103.78028,32,0,306.92
2025,PC3957P,2018-03-04T23:14:16.000Z,1.29185,103.78027,66,6,213.65
2026,PA9558D,2018-03-04T23:14:16.000Z,1.322817,103.6979,20,0,109.56
2031,PC3785T,2018-03-04T23:14:16.000Z,1.291867,103.78056,54,0,139.86
2033,PC3925G,2018-03-04T23:14:16.000Z,1.294533,103.76963,16,4,222.86
2038,PC3940L,2018-03-04T23:14:16.000Z,1.292167,103.78036,35,0,126.03
2043,PC4038K,2018-03-04T23:14:16.000Z,1.2947,103.77489,37,0,329.73
2054,PC3989Y,2018-03-04T23:14:16.000Z,1.29445,103.77509,37,0,290.1
2055,PC3995D,2018-03-04T23:14:16.000Z,1.294333,103.76953,6,0,21.16
2058,PC4009U,2018-03-04T23:14:16.000Z,1.29465,103.77509,39,0,297.83
2060,PC4071M,2018-03-04T23:14:16.000Z,1.294583,103.77489,35,0,170.03
2129,PC3867R,2018-03-04T23:14:16.000Z,1.29215,103.78028,32,0,306.92
2025,PC3957P,2018-03-04T23:14:17.000Z,1.291833,103.78027,66,7,208.17
2026,PA9558D,2018-03-04T23:14:17.000Z,1.322817,103.6979,20,0,109.56
2031,PC3785T,2018-03-04T23:14:17.000Z,1.291867,103.78059,54,0,139.86
2033,PC3925G,2018-03-04T23:14:17.000Z,1.294533,103.76963,16,4,211.05
2038,PC3940L,2018-03-04T23:14:17.000Z,1.292167,103.78036,35,0,126.03
2043,PC4038K,2018-03-04T23:14:17.000Z,1.2947,103.77489,37,0,329.73
2054,PC3989Y,2018-03-04T23:14:17.000Z,1.29445,103.77509,37,0,290.1
2055,PC3995D,2018-03-04T23:14:17.000Z,1.294333,103.76953,6,0,21.16
2058,PC4009U,2018-03-04T23:14:17.000Z,1.29465,103.77509,39,0,297.83
2060,PC4071M,2018-03-04T23:14:17.000Z,1.294583,103.77489,35,0,170.03
2129,PC3867R,2018-03-04T23:14:17.000Z,1.29215,103.78028,33,0,306.92
2025,PC3957P,2018-03-04T23:14:18.000Z,1.2918,103.78028,66,10,200.63
2026,PA9558D,2018-03-04T23:14:18.000Z,1.322817,103.6979,20,0,109.56
2031,PC3785T,2018-03-04T23:14:18.000Z,1.29185,103.78059,54,0,139.86
2033,PC3925G,2018-03-04T23:14:18.000Z,1.294517,103.76963,16,3,209.68
2038,PC3940L,2018-03-04T23:14:18.000Z,1.292167,103.78036,35,0,126.03
2043,PC4038K,2018-03-04T23:14:18.000Z,1.2947,103.77489,37,0,329.73
2054,PC3989Y,2018-03-04T23:14:18.000Z,1.29445,103.77509,37,0,290.1
2055,PC3995D,2018-03-04T23:14:18.000Z,1.294333,103.76953,6,0,21.16
2058,PC4009U,2018-03-04T23:14:18.000Z,1.29465,103.77509,39,1,297.83
2060,PC4071M,2018-03-04T23:14:18.000Z,1.294583,103.77489,35,0,170.03
2129,PC3867R,2018-03-04T23:14:18.000Z,1.29215,103.78028,33,0,306.92
2025,PC3957P,2018-03-04T23:14:19.000Z,1.291767,103.78028,66,12,193.49
2026,PA9558D,2018-03-04T23:14:19.000Z,1.322817,103.6979,20,0,109.56
2031,PC3785T,2018-03-04T23:14:19.000Z,1.29185,103.78059,54,0,139.86
2033,PC3925G,2018-03-04T23:14:19.000Z,1.294517,103.76963,17,3,205.31
2038,PC3940L,2018-03-04T23:14:19.000Z,1.292167,103.78036,35,0,126.03
2043,PC4038K,2018-03-04T23:14:19.000Z,1.2947,103.77489,37,0,329.73
2054,PC3989Y,2018-03-04T23:14:19.000Z,1.29445,103.77509,37,0,290.1
2055,PC3995D,2018-03-04T23:14:19.000Z,1.294333,103.76953,6,0,21.16
2058,PC4009U,2018-03-04T23:14:19.000Z,1.29465,103.7751,39,2,332.61
2060,PC4071M,2018-03-04T23:14:19.000Z,1.294583,103.77489,35,0,170.03
2129,PC3867R,2018-03-04T23:14:19.000Z,1.29215,103.78028,33,0,306.92
2025,PC3957P,2018-03-04T23:14:20.000Z,1.291717,103.7803,65,12,176.92
2026,PA9558D,2018-03-04T23:14:20.000Z,1.322817,103.6979,20,0,109.56
2031,PC3785T,2018-03-04T23:14:20.000Z,1.29185,103.78059,54,0,139.86
2033,PC3925G,2018-03-04T23:14:20.000Z,1.2945,103.76963,17,3,202.81
2038,PC3940L,2018-03-04T23:14:20.000Z,1.292167,103.78036,35,0,126.03
2043,PC4038K,2018-03-04T23:14:20.000Z,1.2947,103.77489,37,0,329.73
2054,PC3989Y,2018-03-04T23:14:20.000Z,1.29445,103.77509,37,0,290.1
2055,PC3995D,2018-03-04T23:14:20.000Z,1.294333,103.76953,6,0,21.16
2058,PC4009U,2018-03-04T23:14:20.000Z,1.29465,103.7751,38,3,333.8
2060,PC4071M,2018-03-04T23:14:20.000Z,1.294583,103.77489,35,0,170.03
2129,PC3867R,2018-03-04T23:14:20.000Z,1.29215,103.78028,33,0,306.92
2025,PC3957P,2018-03-04T23:14:21.000Z,1.291683,103.78032,64,15,170.65
2026,PA9558D,2018-03-04T23:14:21.000Z,1.322817,103.6979,20,0,109.56
2031,PC3785T,2018-03-04T23:14:21.000Z,1.29185,103.78059,54,0,139.86
2033,PC3925G,2018-03-04T23:14:21.000Z,1.294483,103.76963,17,3,200.56
2038,PC3940L,2018-03-04T23:14:21.000Z,1.292167,103.78036,35,0,126.03
2043,PC4038K,2018-03-04T23:14:21.000Z,1.2947,103.77489,37,0,329.73
2054,PC3989Y,2018-03-04T23:14:21.000Z,1.29445,103.77509,37,0,290.1
2055,PC3995D,2018-03-04T23:14:21.000Z,1.294333,103.76953,6,0,21.16
2058,PC4009U,2018-03-04T23:14:21.000Z,1.294667,103.7751,37,3,340.52
2060,PC4071M,2018-03-04T23:14:21.000Z,1.294583,103.77489,35,0,170.03
2129,PC3867R,2018-03-04T23:14:21.000Z,1.29215,103.78028,33,0,306.92
2025,PC3957P,2018-03-04T23:14:22.000Z,1.291617,103.78033,63,16,165.06
2026,PA9558D,2018-03-04T23:14:22.000Z,1.322817,103.6979,20,0,109.56
2031,PC3785T,2018-03-04T23:14:22.000Z,1.29185,103.78059,54,0,139.86
2033,PC3925G,2018-03-04T23:14:22.000Z,1.294483,103.76963,17,3,201.15
2038,PC3940L,2018-03-04T23:14:22.000Z,1.292167,103.78036,35,0,126.03
2043,PC4038K,2018-03-04T23:14:22.000Z,1.2947,103.77489,37,0,329.73
2054,PC3989Y,2018-03-04T23:14:22.000Z,1.29445,103.77509,37,0,290.1
2055,PC3995D,2018-03-04T23:14:22.000Z,1.294333,103.76953,6,0,21.16
2058,PC4009U,2018-03-04T23:14:22.000Z,1.294667,103.7751,36,3,338.55
2060,PC4071M,2018-03-04T23:14:22.000Z,1.294583,103.77489,35,0,170.03
2129,PC3867R,2018-03-04T23:14:22.000Z,1.29215,103.78028,33,0,306.92
2025,PC3957P,2018-03-04T23:14:23.000Z,1.291583,103.78035,63,16,159.92
2026,PA9558D,2018-03-04T23:14:23.000Z,1.322833,103.69788,19,2,109.56
2031,PC3785T,2018-03-04T23:14:23.000Z,1.29185,103.78059,54,0,139.86
2033,PC3925G,2018-03-04T23:14:23.000Z,1.294483,103.76962,18,2,203.45
2038,PC3940L,2018-03-04T23:14:23.000Z,1.292167,103.78036,35,0,126.03
2043,PC4038K,2018-03-04T23:14:23.000Z,1.2947,103.77489,37,0,329.73
2054,PC3989Y,2018-03-04T23:14:23.000Z,1.29445,103.77509,37,0,290.1
2055,PC3995D,2018-03-04T23:14:23.000Z,1.294333,103.76953,6,0,21.16
2058,PC4009U,2018-03-04T23:14:23.000Z,1.294683,103.77509,36,3,336.24
2060,PC4071M,2018-03-04T23:14:23.000Z,1.294583,103.77489,35,0,170.03
2129,PC3867R,2018-03-04T23:14:23.000Z,1.29215,103.78028,33,0,306.92
2025,PC3957P,2018-03-04T23:14:24.000Z,1.29155,103.78036,63,16,155.18
2026,PA9558D,2018-03-04T23:14:24.000Z,1.322833,103.6979,19,6,106.14
2031,PC3785T,2018-03-04T23:14:24.000Z,1.29185,103.78059,54,0,139.86
2033,PC3925G,2018-03-04T23:14:24.000Z,1.294467,103.76962,18,2,203.45
2038,PC3940L,2018-03-04T23:14:24.000Z,1.292167,103.78036,35,0,126.03
2043,PC4038K,2018-03-04T23:14:24.000Z,1.2947,103.77489,37,0,329.73
2054,PC3989Y,2018-03-04T23:14:24.000Z,1.29445,103.77509,37,0,290.1
2055,PC3995D,2018-03-04T23:14:24.000Z,1.294333,103.76953,6,0,21.16
2058,PC4009U,2018-03-04T23:14:24.000Z,1.294683,103.77509,36,4,334.84
2060,PC4071M,2018-03-04T23:14:24.000Z,1.294583,103.77489,35,0,170.03
2129,PC3867R,2018-03-04T23:14:24.000Z,1.29215,103.78028,33,0,306.92
2025,PC3957P,2018-03-04T23:14:25.000Z,1.291517,103.7804,63,18,152.67
2026,PA9558D,2018-03-04T23:14:25.000Z,1.322817,103.69791,19,11,96.85
2031,PC3785T,2018-03-04T23:14:25.000Z,1.29185,103.78059,54,0,139.86
2033,PC3925G,2018-03-04T23:14:25.000Z,1.294467,103.76962,18,1,203.45
2038,PC3940L,2018-03-04T23:14:25.000Z,1.292167,103.78036,35,2,126.03
2043,PC4038K,2018-03-04T23:14:25.000Z,1.2947,103.77489,37,0,329.73
2054,PC3989Y,2018-03-04T23:14:25.000Z,1.29445,103.77509,37,0,290.1
2055,PC3995D,2018-03-04T23:14:25.000Z,1.294333,103.76953,6,0,21.16
2058,PC4009U,2018-03-04T23:14:25.000Z,1.2947,103.77509,36,5,335.85
2060,PC4071M,2018-03-04T23:14:25.000Z,1.2946,103.77489,35,0,170.03
2129,PC3867R,2018-03-04T23:14:25.000Z,1.29215,103.78028,33,0,306.92
2025,PC3957P,2018-03-04T23:14:26.000Z,1.291467,103.78042,62,20,151.83
2026,PA9558D,2018-03-04T23:14:26.000Z,1.322817,103.69795,19,15,95.79
2031,PC3785T,2018-03-04T23:14:26.000Z,1.29185,103.78059,54,0,139.86
2033,PC3925G,2018-03-04T23:14:26.000Z,1.294467,103.76962,18,0,203.45
2038,PC3940L,2018-03-04T23:14:26.000Z,1.292167,103.78036,35,3,112.41
2043,PC4038K,2018-03-04T23:14:26.000Z,1.2947,103.77489,37,0,329.73
2054,PC3989Y,2018-03-04T23:14:26.000Z,1.29445,103.77509,37,0,290.1
2055,PC3995D,2018-03-04T23:14:26.000Z,1.294333,103.76953,6,0,21.16
2058,PC4009U,2018-03-04T23:14:26.000Z,1.294717,103.77509,35,5,332.3
2060,PC4071M,2018-03-04T23:14:26.000Z,1.2946,103.77489,35,0,170.03
2129,PC3867R,2018-03-04T23:14:26.000Z,1.29215,103.78028,33,0,306.92
2025,PC3957P,2018-03-04T23:14:27.000Z,1.291433,103.78043,61,21,150.97
2026,PA9558D,2018-03-04T23:14:27.000Z,1.322817,103.69798,19,17,95.36
2031,PC3785T,2018-03-04T23:14:27.000Z,1.29185,103.78059,54,0,139.86
2033,PC3925G,2018-03-04T23:14:27.000Z,1.294467,103.76962,18,0,203.45
2038,PC3940L,2018-03-04T23:14:27.000Z,1.29215,103.78036,35,2,117.7
2043,PC4038K,2018-03-04T23:14:27.000Z,1.2947,103.77489,37,0,329.73
2054,PC3989Y,2018-03-04T23:14:27.000Z,1.29445,103.77509,37,0,290.1
2055,PC3995D,2018-03-04T23:14:27.000Z,1.294333,103.76953,6,0,21.16
2058,PC4009U,2018-03-04T23:14:27.000Z,1.294717,103.77507,35,5,330.63
2060,PC4071M,2018-03-04T23:14:27.000Z,1.2946,103.77489,35,0,170.03
2129,PC3867R,2018-03-04T23:14:27.000Z,1.29215,103.78028,33,0,306.92
2025,PC3957P,2018-03-04T23:14:28.000Z,1.291367,103.78046,60,21,150.67
2026,PA9558D,2018-03-04T23:14:28.000Z,1.3228,103.69804,19,17,96.67
2031,PC3785T,2018-03-04T23:14:28.000Z,1.29185,103.78059,54,0,139.86
2033,PC3925G,2018-03-04T23:14:28.000Z,1.294467,103.76962,18,0,203.45
2038,PC3940L,2018-03-04T23:14:28.000Z,1.29215,103.78038,35,3,121.9
2043,PC4038K,2018-03-04T23:14:28.000Z,1.2947,103.77489,37,0,329.73
2054,PC3989Y,2018-03-04T23:14:28.000Z,1.29445,103.77509,37,0,290.1
2055,PC3995D,2018-03-04T23:14:28.000Z,1.294333,103.76953,6,0,21.16
2058,PC4009U,2018-03-04T23:14:28.000Z,1.294733,103.77507,35,5,326.3
2060,PC4071M,2018-03-04T23:14:28.000Z,1.2946,103.77489,35,0,170.03
2129,PC3867R,2018-03-04T23:14:28.000Z,1.29215,103.78028,33,0,306.92
2025,PC3957P,2018-03-04T23:14:29.000Z,1.291317,103.7805,60,21,147.8
2026,PA9558D,2018-03-04T23:14:29.000Z,1.3228,103.69808,19,19,96.88
2031,PC3785T,2018-03-04T23:14:29.000Z,1.29185,103.78059,54,0,139.86
2033,PC3925G,2018-03-04T23:14:29.000Z,1.294467,103.76962,18,0,203.45
2038,PC3940L,2018-03-04T23:14:29.000Z,1.29215,103.78038,35,3,128.56
2043,PC4038K,2018-03-04T23:14:29.000Z,1.2947,103.77489,37,0,329.73
2054,PC3989Y,2018-03-04T23:14:29.000Z,1.29445,103.77509,37,0,290.1
2055,PC3995D,2018-03-04T23:14:29.000Z,1.294333,103.76953,6,0,21.16
2058,PC4009U,2018-03-04T23:14:29.000Z,1.294733,103.77507,35,4,322.24
2060,PC4071M,2018-03-04T23:14:29.000Z,1.2946,103.77489,35,0,170.03
2129,PC3867R,2018-03-04T23:14:29.000Z,1.29215,103.78028,33,0,306.92
2025,PC3957P,2018-03-04T23:14:30.000Z,1.291267,103.78052,60,22,148.69
2026,PA9558D,2018-03-04T23:14:30.000Z,1.322783,103.69815,19,24,95.57
2031,PC3785T,2018-03-04T23:14:30.000Z,1.29185,103.78059,54,0,139.86
2033,PC3925G,2018-03-04T23:14:30.000Z,1.294467,103.76962,18,0,203.45
2038,PC3940L,2018-03-04T23:14:30.000Z,1.292133,103.78038,36,4,134.56
2043,PC4038K,2018-03-04T23:14:30.000Z,1.2947,103.77489,37,0,329.73
2054,PC3989Y,2018-03-04T23:14:30.000Z,1.29445,103.77509,37,0,290.1
2055,PC3995D,2018-03-04T23:14:30.000Z,1.294333,103.76953,6,0,21.16
2058,PC4009U,2018-03-04T23:14:30.000Z,1.29475,103.77505,35,4,318.62
2060,PC4071M,2018-03-04T23:14:30.000Z,1.2946,103.77489,35,0,170.03
2129,PC3867R,2018-03-04T23:14:30.000Z,1.29215,103.78028,33,0,306.92
2025,PC3957P,2018-03-04T23:14:31.000Z,1.291217,103.78055,59,20,132.71
2026,PA9558D,2018-03-04T23:14:31.000Z,1.322783,103.69822,19,27,94.6
2031,PC3785T,2018-03-04T23:14:31.000Z,1.29185,103.78059,54,0,139.86
2033,PC3925G,2018-03-04T23:14:31.000Z,1.294467,103.76963,18,0,203.45
2038,PC3940L,2018-03-04T23:14:31.000Z,1.292133,103.7804,36,4,138.59
2043,PC4038K,2018-03-04T23:14:31.000Z,1.2947,103.77489,38,0,329.73
2054,PC3989Y,2018-03-04T23:14:31.000Z,1.29445,103.77509,37,0,290.1
2055,PC3995D,2018-03-04T23:14:31.000Z,1.294333,103.76953,6,0,21.16
2058,PC4009U,2018-03-04T23:14:31.000Z,1.29475,103.77505,35,2,318.23
2060,PC4071M,2018-03-04T23:14:31.000Z,1.2946,103.77489,35,0,170.03
2129,PC3867R,2018-03-04T23:14:31.000Z,1.29215,103.78028,34,0,306.92
2025,PC3957P,2018-03-04T23:14:32.000Z,1.291167,103.7806,57,21,128.72
2026,PA9558D,2018-03-04T23:14:32.000Z,1.322767,103.6983,19,30,95.1
2031,PC3785T,2018-03-04T23:14:32.000Z,1.29185,103.78059,54,0,139.86
2033,PC3925G,2018-03-04T23:14:32.000Z,1.294467,103.76963,18,0,203.45
2038,PC3940L,2018-03-04T23:14:32.000Z,1.292117,103.7804,37,3,140.97
2043,PC4038K,2018-03-04T23:14:32.000Z,1.2947,103.77489,38,0,329.73
2054,PC3989Y,2018-03-04T23:14:32.000Z,1.29445,103.77509,37,0,290.1
2055,PC3995D,2018-03-04T23:14:32.000Z,1.294333,103.76953,6,0,21.16
2058,PC4009U,2018-03-04T23:14:32.000Z,1.29475,103.77505,35,0,318.23
2060,PC4071M,2018-03-04T23:14:32.000Z,1.2946,103.77489,35,0,170.03
2129,PC3867R,2018-03-04T23:14:32.000Z,1.29215,103.78028,34,0,306.92
2025,PC3957P,2018-03-04T23:14:33.000Z,1.291133,103.78063,57,21,123.8
2026,PA9558D,2018-03-04T23:14:33.000Z,1.322767,103.69838,18,34,95.68
2031,PC3785T,2018-03-04T23:14:33.000Z,1.29185,103.78059,54,0,139.86
2033,PC3925G,2018-03-04T23:14:33.000Z,1.294467,103.76963,18,0,203.45
2038,PC3940L,2018-03-04T23:14:33.000Z,1.292117,103.7804,37,2,143.57
2043,PC4038K,2018-03-04T23:14:33.000Z,1.2947,103.77489,38,0,329.73
2054,PC3989Y,2018-03-04T23:14:33.000Z,1.29445,103.77509,37,0,290.1
2055,PC3995D,2018-03-04T23:14:33.000Z,1.294333,103.76953,6,0,21.16
2058,PC4009U,2018-03-04T23:14:33.000Z,1.29475,103.77505,35,0,318.23
2060,PC4071M,2018-03-04T23:14:33.000Z,1.2946,103.77489,35,0,170.03
2129,PC3867R,2018-03-04T23:14:33.000Z,1.29215,103.78028,34,0,306.92
2025,PC3957P,2018-03-04T23:14:34.000Z,1.2911,103.78069,57,22,116.42
2026,PA9558D,2018-03-04T23:14:34.000Z,1.32275,103.69849,18,37,97.16
2031,PC3785T,2018-03-04T23:14:34.000Z,1.29185,103.7806,54,0,139.86
2033,PC3925G,2018-03-04T23:14:34.000Z,1.294467,103.76963,18,0,203.45
2038,PC3940L,2018-03-04T23:14:34.000Z,1.292117,103.7804,38,1,143.57
2043,PC4038K,2018-03-04T23:14:34.000Z,1.2947,103.77489,38,0,329.73
2054,PC3989Y,2018-03-04T23:14:34.000Z,1.29445,103.77509,37,0,290.1
2055,PC3995D,2018-03-04T23:14:34.000Z,1.294333,103.76953,6,0,21.16
2058,PC4009U,2018-03-04T23:14:34.000Z,1.29475,103.77505,35,0,318.23
2060,PC4071M,2018-03-04T23:14:34.000Z,1.2946,103.77489,35,0,170.03
2129,PC3867R,2018-03-04T23:14:34.000Z,1.29215,103.78028,34,0,306.92
2025,PC3957P,2018-03-04T23:14:35.000Z,1.291067,103.78073,57,24,107.58
2026,PA9558D,2018-03-04T23:14:35.000Z,1.322733,103.69859,18,36,95.07
2031,PC3785T,2018-03-04T23:14:35.000Z,1.29185,103.7806,54,0,139.86
2033,PC3925G,2018-03-04T23:14:35.000Z,1.294467,103.76963,18,0,203.45
2038,PC3940L,2018-03-04T23:14:35.000Z,1.2921,103.7804,39,0,143.57
2043,PC4038K,2018-03-04T23:14:35.000Z,1.2947,103.77489,38,0,329.73
2054,PC3989Y,2018-03-04T23:14:35.000Z,1.29445,103.77509,37,0,290.1
2055,PC3995D,2018-03-04T23:14:35.000Z,1.294333,103.76953,6,0,21.16
2058,PC4009U,2018-03-04T23:14:35.000Z,1.29475,103.77505,35,1,318.23
2060,PC4071M,2018-03-04T23:14:35.000Z,1.2946,103.77489,35,0,170.03
2129,PC3867R,2018-03-04T23:14:35.000Z,1.29215,103.78028,34,0,306.92
2025,PC3957P,2018-03-04T23:14:36.000Z,1.29105,103.7808,58,24,101.79
2026,PA9558D,2018-03-04T23:14:36.000Z,1.322717,103.69867,18,38,96.58
2031,PC3785T,2018-03-04T23:14:36.000Z,1.29185,103.7806,54,0,139.86
2033,PC3925G,2018-03-04T23:14:36.000Z,1.294467,103.76963,18,0,203.45
2038,PC3940L,2018-03-04T23:14:36.000Z,1.2921,103.7804,39,0,143.57
2043,PC4038K,2018-03-04T23:14:36.000Z,1.2947,103.77489,38,0,329.73
2054,PC3989Y,2018-03-04T23:14:36.000Z,1.29445,103.77509,37,0,290.1
2055,PC3995D,2018-03-04T23:14:36.000Z,1.294333,103.76953,6,0,21.16
2058,PC4009U,2018-03-04T23:14:36.000Z,1.294733,103.77505,35,2,226.9
2060,PC4071M,2018-03-04T23:14:36.000Z,1.2946,103.77489,35,0,170.03
2129,PC3867R,2018-03-04T23:14:36.000Z,1.29215,103.78028,34,0,306.92
2025,PC3957P,2018-03-04T23:14:37.000Z,1.29105,103.78087,57,27,99.88
2026,PA9558D,2018-03-04T23:14:37.000Z,1.322717,103.69877,18,40,95.57
2031,PC3785T,2018-03-04T23:14:37.000Z,1.29185,103.7806,54,0,139.86
2033,PC3925G,2018-03-04T23:14:37.000Z,1.294467,103.76963,18,0,203.45
2043,PC4038K,2018-03-04T23:14:37.000Z,1.2947,103.77489,38,0,329.73
2055,PC3995D,2018-03-04T23:14:37.000Z,1.294333,103.76953,6,0,21.16
2058,PC4009U,2018-03-04T23:14:37.000Z,1.294733,103.77507,34,5,181.69
2060,PC4071M,2018-03-04T23:14:37.000Z,1.2946,103.77489,35,0,170.03
