time,busstop,nextArrivalTime,nextPassengers,passengers
4/9/2018 7:52,LT13,13,-,-
4/9/2018 7:52,COM2,15,-,-
4/9/2018 7:52,KR-MRT,11,-,-
4/9/2018 7:52,LT29,14,-,-
4/9/2018 7:52,UHALL,8,-,-
4/9/2018 7:52,PGP12-OPP,22,-,-
4/9/2018 7:52,CENLIB,11,-,-
4/9/2018 7:52,STAFFCLUB-OPP,8,-,-
4/9/2018 7:52,AS7,14,-,-
4/9/2018 7:52,YIH,9,-,-
4/9/2018 7:52,BIZ2,21,-,-
4/9/2018 7:53,PGP7,9,-,-
4/9/2018 7:53,PGPT,7,-,-
4/9/2018 7:56,LT13,7,-,-
4/9/2018 7:56,COM2,9,-,-
4/9/2018 7:56,KR-MRT,7,-,-
4/9/2018 7:56,LT29,10,-,-
4/9/2018 7:56,UHALL,12,-,-
4/9/2018 7:56,PGP12-OPP,11,-,-
4/9/2018 7:56,CENLIB,17,-,-
4/9/2018 7:56,STAFFCLUB-OPP,14,-,-
4/9/2018 7:56,AS7,7,-,-
4/9/2018 7:56,YIH,15,-,-
4/9/2018 7:56,BIZ2,11,-,-
4/9/2018 7:56,PGP7,12,-,-
4/9/2018 7:56,PGPT,11,-,-
4/9/2018 7:59,LT13,11,-,-
4/9/2018 7:59,COM2,14,-,-
4/9/2018 7:59,KR-MRT,11,-,-
4/9/2018 7:59,LT29,4,-,-
4/9/2018 7:59,UHALL,7,-,-
4/9/2018 7:59,PGP12-OPP,11,-,-
4/9/2018 7:59,CENLIB,9,-,-
4/9/2018 7:59,STAFFCLUB-OPP,7,-,-
4/9/2018 7:59,AS7,13,-,-
4/9/2018 7:59,YIH,8,-,-
4/9/2018 7:59,BIZ2,10,-,-
4/9/2018 7:59,PGP7,11,-,-
4/9/2018 7:59,PGPT,8,-,-
4/9/2018 8:02,LT13,10,-,-
4/9/2018 8:02,COM2,16,-,-
4/9/2018 8:02,KR-MRT,8,-,-
4/9/2018 8:02,LT29,11,-,-
4/9/2018 8:02,UHALL,13,-,-
4/9/2018 8:02,PGP12-OPP,24,-,-
4/9/2018 8:02,CENLIB,9,-,-
4/9/2018 8:02,STAFFCLUB-OPP,9,-,-
4/9/2018 8:02,AS7,14,-,-
4/9/2018 8:03,YIH,7,-,-
4/9/2018 8:03,BIZ2,18,-,-
4/9/2018 8:03,PGP7,23,-,-
4/9/2018 8:03,PGPT,12,-,-
4/9/2018 8:06,LT13,7,-,-
4/9/2018 8:06,COM2,9,-,-
4/9/2018 8:06,KR-MRT,12,-,-
4/9/2018 8:06,LT29,5,-,-
4/9/2018 8:06,UHALL,8,-,-
4/9/2018 8:06,PGP12-OPP,12,-,-
4/9/2018 8:06,CENLIB,10,-,-
4/9/2018 8:06,STAFFCLUB-OPP,7,-,-
4/9/2018 8:06,AS7,8,-,-
4/9/2018 8:06,YIH,9,-,-
4/9/2018 8:06,BIZ2,11,-,-
4/9/2018 8:06,PGP7,12,-,-
4/9/2018 8:06,PGPT,9,-,-
4/9/2018 8:09,LT13,13,-,-
4/9/2018 8:09,COM2,16,-,-
4/9/2018 8:09,KR-MRT,9,-,-
4/9/2018 8:09,LT29,12,-,-
4/9/2018 8:09,UHALL,6,-,-
4/9/2018 8:09,PGP12-OPP,10,-,-
4/9/2018 8:09,CENLIB,8,-,-
4/9/2018 8:09,STAFFCLUB-OPP,7,-,-
4/9/2018 8:09,AS7,11,-,-
4/9/2018 8:09,YIH,8,-,-
4/9/2018 8:09,BIZ2,9,-,-
4/9/2018 8:09,PGP7,10,-,-
4/9/2018 8:09,PGPT,13,-,-
4/9/2018 8:12,LT13,6,-,-
4/9/2018 8:12,COM2,8,-,-
4/9/2018 8:12,KR-MRT,13,-,-
4/9/2018 8:12,LT29,9,-,-
4/9/2018 8:12,UHALL,11,-,-
4/9/2018 8:12,PGP12-OPP,11,-,-
4/9/2018 8:12,CENLIB,4,-,-
4/9/2018 8:12,STAFFCLUB-OPP,13,-,-
4/9/2018 8:12,AS7,6,-,-
4/9/2018 8:12,YIH,20,-,-
4/9/2018 8:13,BIZ2,10,-,-
4/9/2018 8:13,PGP7,11,-,-
4/9/2018 8:13,PGPT,9,-,-
4/9/2018 8:16,LT13,11,-,-
4/9/2018 8:16,COM2,15,-,-
4/9/2018 8:16,KR-MRT,9,-,-
4/9/2018 8:16,LT29,12,-,-
4/9/2018 8:16,UHALL,14,-,-
4/9/2018 8:16,PGP12-OPP,7,-,-
4/9/2018 8:16,CENLIB,10,-,-
4/9/2018 8:16,STAFFCLUB-OPP,16,-,-
4/9/2018 8:16,AS7,13,-,-
4/9/2018 8:16,YIH,17,-,-
4/9/2018 8:16,BIZ2,6,-,-
4/9/2018 8:16,PGP7,7,-,-
4/9/2018 8:16,PGPT,6,-,-
4/9/2018 8:19,LT13,18,-,-
4/9/2018 8:19,COM2,10,-,-
4/9/2018 8:19,KR-MRT,14,-,-
4/9/2018 8:19,LT29,9,-,-
4/9/2018 8:19,UHALL,11,-,-
4/9/2018 8:19,PGP12-OPP,4,-,-
4/9/2018 8:19,CENLIB,16,-,-
4/9/2018 8:19,STAFFCLUB-OPP,13,-,-
4/9/2018 8:19,AS7,19,-,-
4/9/2018 8:19,YIH,14,-,-
4/9/2018 8:19,BIZ2,12,-,-
4/9/2018 8:19,PGP7,4,-,-
4/9/2018 8:19,PGPT,11,-,-
4/9/2018 8:22,LT13,13,-,-
4/9/2018 8:22,COM2,16,-,-
4/9/2018 8:22,KR-MRT,11,-,-
4/9/2018 8:22,LT29,14,-,-
4/9/2018 8:22,UHALL,9,-,-
4/9/2018 8:22,PGP12-OPP,10,-,-
4/9/2018 8:22,CENLIB,11,-,-
4/9/2018 8:22,STAFFCLUB-OPP,14,-,-
4/9/2018 8:23,AS7,14,-,-
4/9/2018 8:23,YIH,13,-,-
4/9/2018 8:23,BIZ2,9,-,-
4/9/2018 8:23,PGP7,10,-,-
4/9/2018 8:23,PGPT,7,-,-
4/9/2018 8:26,LT13,7,-,-
4/9/2018 8:26,COM2,9,-,-
4/9/2018 8:26,KR-MRT,14,-,-
4/9/2018 8:26,LT29,10,-,-
4/9/2018 8:26,UHALL,12,-,-
4/9/2018 8:26,PGP12-OPP,12,-,-
4/9/2018 8:26,CENLIB,5,-,-
4/9/2018 8:26,STAFFCLUB-OPP,14,-,-
4/9/2018 8:26,AS7,7,-,-
4/9/2018 8:26,YIH,15,-,-
4/9/2018 8:26,BIZ2,11,-,-
4/9/2018 8:26,PGP7,12,-,-
4/9/2018 8:26,PGPT,11,-,-
4/9/2018 8:29,LT13,14,-,-
4/9/2018 8:29,COM2,17,-,-
4/9/2018 8:29,KR-MRT,11,-,-
4/9/2018 8:29,LT29,14,-,-
4/9/2018 8:29,UHALL,10,-,-
4/9/2018 8:29,PGP12-OPP,9,-,-
4/9/2018 8:29,CENLIB,12,-,-
4/9/2018 8:29,STAFFCLUB-OPP,9,-,-
4/9/2018 8:29,AS7,15,-,-
4/9/2018 8:29,YIH,10,-,-
4/9/2018 8:29,BIZ2,9,-,-
4/9/2018 8:29,PGP7,9,-,-
4/9/2018 8:29,PGPT,8,-,-
4/9/2018 8:32,LT13,17,-,-
4/9/2018 8:32,COM2,24,-,-
4/9/2018 8:32,KR-MRT,8,-,-
4/9/2018 8:32,LT29,10,-,-
4/9/2018 8:33,UHALL,12,-,-
4/9/2018 8:33,PGP12-OPP,6,-,-
4/9/2018 8:33,CENLIB,14,-,-
4/9/2018 8:33,STAFFCLUB-OPP,14,-,-
4/9/2018 8:33,AS7,13,-,-
4/9/2018 8:33,YIH,15,-,-
4/9/2018 8:33,BIZ2,27,-,-
4/9/2018 8:33,PGP7,7,-,-
4/9/2018 8:33,PGPT,12,-,-
4/9/2018 8:36,LT13,13,-,-
4/9/2018 8:36,COM2,9,-,-
4/9/2018 8:36,KR-MRT,2,-,-
4/9/2018 8:36,LT29,6,-,-
4/9/2018 8:36,UHALL,8,-,-
4/9/2018 8:36,PGP12-OPP,13,-,-
4/9/2018 8:36,CENLIB,13,-,-
4/9/2018 8:36,STAFFCLUB-OPP,11,-,-
4/9/2018 8:36,AS7,16,-,-
4/9/2018 8:36,YIH,11,-,-
4/9/2018 8:36,BIZ2,12,-,-
4/9/2018 8:36,PGP7,14,-,-
4/9/2018 8:36,PGPT,9,-,-
4/9/2018 8:39,LT13,11,-,-
4/9/2018 8:39,COM2,16,-,-
4/9/2018 8:39,KR-MRT,9,-,-
4/9/2018 8:39,LT29,12,-,-
4/9/2018 8:39,UHALL,7,-,-
4/9/2018 8:39,PGP12-OPP,12,-,-
4/9/2018 8:39,CENLIB,11,-,-
4/9/2018 8:39,STAFFCLUB-OPP,6,-,-
4/9/2018 8:39,AS7,17,-,-
4/9/2018 8:39,YIH,10,-,-
4/9/2018 8:39,BIZ2,11,-,-
4/9/2018 8:39,PGP7,12,-,-
4/9/2018 8:39,PGPT,13,-,-
4/9/2018 8:41,LT13,8,-,-
4/9/2018 8:41,COM2,10,-,-
4/9/2018 8:41,KR-MRT,7,-,-
4/9/2018 8:41,LT29,10,-,-
4/9/2018 8:41,UHALL,12,-,-
4/9/2018 8:41,PGP12-OPP,13,-,-
4/9/2018 8:41,CENLIB,6,-,-
4/9/2018 8:41,STAFFCLUB-OPP,4,-,-
4/9/2018 8:41,AS7,8,-,-
4/9/2018 8:41,YIH,5,-,-
4/9/2018 8:41,BIZ2,13,-,-
4/9/2018 8:41,PGP7,14,-,-
4/9/2018 8:41,PGPT,11,-,-
4/9/2018 8:44,LT13,6,-,-
4/9/2018 8:44,COM2,8,-,-
4/9/2018 8:44,KR-MRT,11,-,-
4/9/2018 8:44,LT29,14,-,-
4/9/2018 8:44,UHALL,8,-,-
4/9/2018 8:45,PGP12-OPP,10,-,-
4/9/2018 8:45,CENLIB,14,-,-
4/9/2018 8:45,STAFFCLUB-OPP,10,-,-
4/9/2018 8:45,AS7,6,-,-
4/9/2018 8:45,YIH,12,-,-
4/9/2018 8:45,BIZ2,10,-,-
4/9/2018 8:45,PGP7,11,-,-
4/9/2018 8:45,PGPT,7,-,-
4/9/2018 8:48,LT13,16,-,-
4/9/2018 8:48,COM2,19,-,-
4/9/2018 8:48,KR-MRT,7,-,-
4/9/2018 8:48,LT29,10,-,-
4/9/2018 8:48,UHALL,12,-,-
4/9/2018 8:48,PGP12-OPP,8,-,-
4/9/2018 8:48,CENLIB,14,-,-
4/9/2018 8:48,STAFFCLUB-OPP,14,-,-
4/9/2018 8:48,AS7,17,-,-
4/9/2018 8:48,YIH,15,-,-
4/9/2018 8:48,BIZ2,7,-,-
4/9/2018 8:48,PGP7,8,-,-
4/9/2018 8:48,PGPT,4,-,-
4/9/2018 8:51,LT13,9,-,-
4/9/2018 8:51,COM2,11,-,-
4/9/2018 8:51,KR-MRT,2,-,-
4/9/2018 8:51,LT29,5,-,-
4/9/2018 8:51,UHALL,8,-,-
4/9/2018 8:51,PGP12-OPP,5,-,-
4/9/2018 8:51,CENLIB,14,-,-
4/9/2018 8:51,STAFFCLUB-OPP,10,-,-
4/9/2018 8:51,AS7,10,-,-
4/9/2018 8:51,YIH,12,-,-
4/9/2018 8:51,BIZ2,14,-,-
4/9/2018 8:51,PGP7,5,-,-
4/9/2018 8:51,PGPT,9,-,-
4/9/2018 8:54,LT13,22,-,-
4/9/2018 8:54,COM2,24,-,-
4/9/2018 8:54,KR-MRT,8,-,-
4/9/2018 8:55,LT29,6,-,-
4/9/2018 8:55,UHALL,11,-,-
4/9/2018 8:55,PGP12-OPP,16,-,-
4/9/2018 8:55,CENLIB,14,-,-
4/9/2018 8:55,STAFFCLUB-OPP,10,-,-
4/9/2018 8:55,AS7,21,-,-
4/9/2018 8:55,YIH,11,-,-
4/9/2018 8:55,BIZ2,15,-,-
4/9/2018 8:55,PGP7,17,-,-
4/9/2018 8:55,PGPT,12,-,-
4/9/2018 8:58,LT13,24,-,-
4/9/2018 8:58,COM2,26,-,-
4/9/2018 8:58,KR-MRT,12,-,-
4/9/2018 8:58,LT29,15,-,-
4/9/2018 8:58,UHALL,1,-,-
4/9/2018 8:58,PGP12-OPP,30,-,-
4/9/2018 8:58,CENLIB,22,-,-
4/9/2018 8:58,STAFFCLUB-OPP,19,-,-
4/9/2018 8:58,AS7,25,-,-
4/9/2018 8:58,YIH,20,-,-
4/9/2018 8:58,BIZ2,29,-,-
4/9/2018 8:58,PGP7,31,-,-
4/9/2018 8:58,PGPT,9,-,-
4/9/2018 9:01,LT13,3,-,-
4/9/2018 9:01,COM2,23,-,-
4/9/2018 9:01,KR-MRT,9,-,-
4/9/2018 9:01,LT29,12,-,-
4/9/2018 9:01,UHALL,14,-,-
4/9/2018 9:01,PGP12-OPP,27,-,-
4/9/2018 9:01,CENLIB,1,-,-
4/9/2018 9:01,STAFFCLUB-OPP,16,-,-
4/9/2018 9:01,AS7,4,-,-
4/9/2018 9:01,YIH,11,-,-
4/9/2018 9:02,BIZ2,25,-,-
4/9/2018 9:02,PGP7,27,-,-
4/9/2018 9:02,PGPT,13,-,-
4/9/2018 9:05,LT13,8,-,-
4/9/2018 9:05,COM2,2,-,-
4/9/2018 9:05,KR-MRT,13,-,-
4/9/2018 9:05,LT29,16,-,-
4/9/2018 9:05,UHALL,18,-,-
4/9/2018 9:05,PGP12-OPP,31,-,-
4/9/2018 9:05,CENLIB,23,-,-
4/9/2018 9:05,STAFFCLUB-OPP,20,-,-
4/9/2018 9:05,AS7,9,-,-
4/9/2018 9:05,YIH,21,-,-
4/9/2018 9:05,BIZ2,30,-,-
4/9/2018 9:05,PGP7,32,-,-
4/9/2018 9:05,PGPT,10,-,-
4/9/2018 9:08,LT13,18,-,-
4/9/2018 9:08,COM2,21,-,-
4/9/2018 9:08,KR-MRT,10,-,-
4/9/2018 9:08,LT29,13,-,-
4/9/2018 9:08,UHALL,15,-,-
4/9/2018 9:08,PGP12-OPP,28,-,-
4/9/2018 9:08,CENLIB,14,-,-
4/9/2018 9:08,STAFFCLUB-OPP,10,-,-
4/9/2018 9:08,AS7,18,-,-
4/9/2018 9:08,YIH,11,-,-
4/9/2018 9:08,BIZ2,1,-,-
4/9/2018 9:08,PGP7,3,-,-
4/9/2018 9:08,PGPT,7,-,-
4/9/2018 9:11,LT13,7,-,-
4/9/2018 9:11,COM2,9,-,-
4/9/2018 9:11,KR-MRT,14,-,-
4/9/2018 9:11,LT29,10,-,-
4/9/2018 9:11,UHALL,12,-,-
4/9/2018 9:11,PGP12-OPP,12,-,-
4/9/2018 9:11,CENLIB,17,-,-
4/9/2018 9:11,STAFFCLUB-OPP,13,-,-
4/9/2018 9:12,AS7,8,-,-
4/9/2018 9:12,YIH,14,-,-
4/9/2018 9:12,BIZ2,12,-,-
4/9/2018 9:12,PGP7,12,-,-
4/9/2018 9:12,PGPT,10,-,-
4/9/2018 9:15,LT13,16,-,-
4/9/2018 9:15,COM2,6,-,-
4/9/2018 9:15,KR-MRT,10,-,-
4/9/2018 9:15,LT29,13,-,-
4/9/2018 9:15,UHALL,8,-,-
4/9/2018 9:15,PGP12-OPP,10,-,-
4/9/2018 9:15,CENLIB,14,-,-
4/9/2018 9:15,STAFFCLUB-OPP,10,-,-
4/9/2018 9:15,AS7,17,-,-
4/9/2018 9:15,YIH,11,-,-
4/9/2018 9:15,BIZ2,9,-,-
4/9/2018 9:15,PGP7,9,-,-
4/9/2018 9:15,PGPT,7,-,-
4/9/2018 9:18,LT13,16,-,-
4/9/2018 9:18,COM2,20,-,-
4/9/2018 9:18,KR-MRT,7,-,-
4/9/2018 9:18,LT29,10,-,-
4/9/2018 9:18,UHALL,12,-,-
4/9/2018 9:18,PGP12-OPP,7,-,-
4/9/2018 9:18,CENLIB,11,-,-
4/9/2018 9:18,STAFFCLUB-OPP,14,-,-
4/9/2018 9:18,AS7,15,-,-
4/9/2018 9:18,YIH,15,-,-
4/9/2018 9:18,BIZ2,21,-,-
4/9/2018 9:18,PGP7,7,-,-
4/9/2018 9:18,PGPT,12,-,-
4/9/2018 9:21,LT13,13,-,-
4/9/2018 9:21,COM2,19,-,-
4/9/2018 9:21,KR-MRT,12,-,-
4/9/2018 9:21,LT29,5,-,-
4/9/2018 9:22,UHALL,8,-,-
4/9/2018 9:22,PGP12-OPP,14,-,-
4/9/2018 9:22,CENLIB,13,-,-
4/9/2018 9:22,STAFFCLUB-OPP,8,-,-
4/9/2018 9:22,AS7,16,-,-
4/9/2018 9:22,YIH,11,-,-
4/9/2018 9:22,BIZ2,13,-,-
4/9/2018 9:22,PGP7,14,-,-
4/9/2018 9:22,PGPT,8,-,-
4/9/2018 9:25,LT13,15,-,-
4/9/2018 9:25,COM2,20,-,-
4/9/2018 9:25,KR-MRT,8,-,-
4/9/2018 9:25,LT29,11,-,-
4/9/2018 9:25,UHALL,7,-,-
4/9/2018 9:25,PGP12-OPP,29,-,-
4/9/2018 9:25,CENLIB,11,-,-
4/9/2018 9:25,STAFFCLUB-OPP,9,-,-
4/9/2018 9:25,AS7,14,-,-
4/9/2018 9:25,YIH,11,-,-
4/9/2018 9:25,BIZ2,20,-,-
4/9/2018 9:25,PGP7,21,-,-
4/9/2018 9:25,PGPT,12,-,-
4/9/2018 9:28,LT13,8,-,-
4/9/2018 9:28,COM2,9,-,-
4/9/2018 9:28,KR-MRT,12,-,-
4/9/2018 9:28,LT29,15,-,-
4/9/2018 9:28,UHALL,17,-,-
4/9/2018 9:28,PGP12-OPP,13,-,-
4/9/2018 9:28,CENLIB,8,-,-
4/9/2018 9:28,STAFFCLUB-OPP,6,-,-
4/9/2018 9:28,AS7,8,-,-
4/9/2018 9:28,YIH,7,-,-
4/9/2018 9:28,BIZ2,12,-,-
4/9/2018 9:28,PGP7,13,-,-
4/9/2018 9:28,PGPT,9,-,-
4/9/2018 9:31,LT13,10,-,-
4/9/2018 9:31,COM2,9,-,-
4/9/2018 9:32,KR-MRT,8,-,-
4/9/2018 9:32,LT29,11,-,-
4/9/2018 9:32,UHALL,13,-,-
4/9/2018 9:32,PGP12-OPP,9,-,-
4/9/2018 9:32,CENLIB,4,-,-
4/9/2018 9:32,STAFFCLUB-OPP,3,-,-
4/9/2018 9:32,AS7,10,-,-
4/9/2018 9:32,YIH,3,-,-
4/9/2018 9:32,BIZ2,8,-,-
4/9/2018 9:32,PGP7,9,-,-
4/9/2018 9:32,PGPT,13,-,-
4/9/2018 9:35,LT13,6,-,-
4/9/2018 9:35,COM2,8,-,-
4/9/2018 9:35,KR-MRT,13,-,-
4/9/2018 9:35,LT29,16,-,-
4/9/2018 9:35,UHALL,18,-,-
4/9/2018 9:35,PGP12-OPP,10,-,-
4/9/2018 9:35,CENLIB,3,-,-
4/9/2018 9:35,STAFFCLUB-OPP,20,-,-
4/9/2018 9:35,AS7,6,-,-
4/9/2018 9:35,YIH,21,-,-
4/9/2018 9:35,BIZ2,8,-,-
4/9/2018 9:35,PGP7,10,-,-
4/9/2018 9:35,PGPT,10,-,-
4/9/2018 9:38,LT13,18,-,-
4/9/2018 9:38,COM2,21,-,-
4/9/2018 9:38,KR-MRT,10,-,-
4/9/2018 9:38,LT29,13,-,-
4/9/2018 9:38,UHALL,15,-,-
4/9/2018 9:38,PGP12-OPP,7,-,-
4/9/2018 9:39,CENLIB,15,-,-
4/9/2018 9:39,STAFFCLUB-OPP,16,-,-
4/9/2018 9:39,AS7,19,-,-
4/9/2018 9:39,YIH,14,-,-
4/9/2018 9:39,BIZ2,6,-,-
4/9/2018 9:39,PGP7,7,-,-
4/9/2018 9:39,PGPT,13,-,-
4/9/2018 9:42,LT13,7,-,-
4/9/2018 9:42,COM2,9,-,-
4/9/2018 9:42,KR-MRT,13,-,-
4/9/2018 9:42,LT29,9,-,-
4/9/2018 9:42,UHALL,11,-,-
4/9/2018 9:42,PGP12-OPP,4,-,-
4/9/2018 9:42,CENLIB,16,-,-
4/9/2018 9:42,STAFFCLUB-OPP,13,-,-
4/9/2018 9:42,AS7,8,-,-
4/9/2018 9:42,YIH,14,-,-
4/9/2018 9:42,BIZ2,11,-,-
4/9/2018 9:42,PGP7,5,-,-
4/9/2018 9:42,PGPT,10,-,-
4/9/2018 9:45,LT13,17,-,-
4/9/2018 9:45,COM2,20,-,-
4/9/2018 9:45,KR-MRT,10,-,-
4/9/2018 9:45,LT29,13,-,-
4/9/2018 9:45,UHALL,9,-,-
4/9/2018 9:45,PGP12-OPP,11,-,-
4/9/2018 9:45,CENLIB,15,-,-
4/9/2018 9:45,STAFFCLUB-OPP,11,-,-
4/9/2018 9:45,AS7,18,-,-
4/9/2018 9:46,YIH,12,-,-
4/9/2018 9:46,BIZ2,10,-,-
4/9/2018 9:46,PGP7,11,-,-
4/9/2018 9:46,PGPT,6,-,-
4/9/2018 9:49,LT13,9,-,-
4/9/2018 9:49,COM2,10,-,-
4/9/2018 9:49,KR-MRT,6,-,-
4/9/2018 9:49,LT29,9,-,-
4/9/2018 9:49,UHALL,11,-,-
4/9/2018 9:49,PGP12-OPP,14,-,-
4/9/2018 9:49,CENLIB,16,-,-
4/9/2018 9:49,STAFFCLUB-OPP,13,-,-
4/9/2018 9:49,AS7,9,-,-
4/9/2018 9:49,YIH,14,-,-
4/9/2018 9:49,BIZ2,14,-,-
4/9/2018 9:49,PGP7,14,-,-
4/9/2018 9:49,PGPT,11,-,-
4/9/2018 9:52,LT13,15,-,-
4/9/2018 9:52,COM2,11,-,-
4/9/2018 9:52,KR-MRT,11,-,-
4/9/2018 9:52,LT29,4,-,-
4/9/2018 9:52,UHALL,7,-,-
4/9/2018 9:52,PGP12-OPP,15,-,-
4/9/2018 9:52,CENLIB,13,-,-
4/9/2018 9:52,STAFFCLUB-OPP,9,-,-
4/9/2018 9:52,AS7,10,-,-
4/9/2018 9:52,YIH,11,-,-
4/9/2018 9:52,BIZ2,14,-,-
4/9/2018 9:53,PGP7,15,-,-
4/9/2018 9:53,PGPT,7,-,-
4/9/2018 9:56,LT13,7,-,-
4/9/2018 9:56,COM2,21,-,-
4/9/2018 9:56,KR-MRT,17,-,-
4/9/2018 9:56,LT29,10,-,-
4/9/2018 9:56,UHALL,2,-,-
4/9/2018 9:56,PGP12-OPP,12,-,-
4/9/2018 9:56,CENLIB,5,-,-
4/9/2018 9:56,STAFFCLUB-OPP,3,-,-
4/9/2018 9:56,AS7,20,-,-
4/9/2018 9:56,YIH,4,-,-
4/9/2018 9:56,BIZ2,11,-,-
4/9/2018 9:56,PGP7,12,-,-
4/9/2018 9:56,PGPT,14,-,-
4/9/2018 9:59,LT13,26,-,-
4/9/2018 9:59,COM2,28,-,-
4/9/2018 9:59,KR-MRT,14,-,-
4/9/2018 9:59,LT29,17,-,-
4/9/2018 9:59,UHALL,19,-,-
4/9/2018 9:59,PGP12-OPP,32,-,-
4/9/2018 9:59,CENLIB,2,-,-
4/9/2018 9:59,STAFFCLUB-OPP,12,-,-
4/9/2018 9:59,AS7,27,-,-
4/9/2018 9:59,YIH,13,-,-
4/9/2018 9:59,BIZ2,31,-,-
4/9/2018 9:59,PGP7,33,-,-
4/9/2018 9:59,PGPT,11,-,-
4/9/2018 10:02,LT13,10,-,-
4/9/2018 10:02,COM2,3,-,-
4/9/2018 10:02,KR-MRT,20,-,-
4/9/2018 10:03,LT29,13,-,-
4/9/2018 10:03,UHALL,15,-,-
4/9/2018 10:03,PGP12-OPP,28,-,-
4/9/2018 10:03,CENLIB,20,-,-
4/9/2018 10:03,STAFFCLUB-OPP,17,-,-
4/9/2018 10:03,AS7,1,-,-
4/9/2018 10:03,YIH,18,-,-
4/9/2018 10:03,BIZ2,27,-,-
4/9/2018 10:03,PGP7,29,-,-
4/9/2018 10:03,PGPT,17,-,-
4/9/2018 10:06,LT13,19,-,-
4/9/2018 10:06,COM2,5,-,-
4/9/2018 10:06,KR-MRT,17,-,-
4/9/2018 10:06,LT29,20,-,-
4/9/2018 10:06,UHALL,12,-,-
4/9/2018 10:06,PGP12-OPP,3,-,-
4/9/2018 10:06,CENLIB,17,-,-
4/9/2018 10:06,STAFFCLUB-OPP,14,-,-
4/9/2018 10:06,AS7,20,-,-
4/9/2018 10:06,YIH,15,-,-
4/9/2018 10:06,BIZ2,2,-,-
4/9/2018 10:06,PGP7,26,-,-
4/9/2018 10:06,PGPT,14,-,-
4/9/2018 10:09,LT13,26,-,-
4/9/2018 10:09,COM2,28,-,-
4/9/2018 10:09,KR-MRT,14,-,-
4/9/2018 10:09,LT29,17,-,-
4/9/2018 10:09,UHALL,19,-,-
4/9/2018 10:09,PGP12-OPP,32,-,-
4/9/2018 10:09,CENLIB,24,-,-
4/9/2018 10:09,STAFFCLUB-OPP,20,-,-
4/9/2018 10:10,AS7,26,-,-
4/9/2018 10:10,YIH,21,-,-
4/9/2018 10:10,BIZ2,13,-,-
4/9/2018 10:10,PGP7,24,-,-
4/9/2018 10:10,PGPT,10,-,-
4/9/2018 10:13,LT13,22,-,-
4/9/2018 10:13,COM2,19,-,-
4/9/2018 10:13,KR-MRT,10,-,-
4/9/2018 10:13,LT29,13,-,-
4/9/2018 10:13,UHALL,15,-,-
4/9/2018 10:13,PGP12-OPP,24,-,-
4/9/2018 10:13,CENLIB,20,-,-
4/9/2018 10:13,STAFFCLUB-OPP,17,-,-
4/9/2018 10:13,AS7,23,-,-
4/9/2018 10:13,YIH,18,-,-
4/9/2018 10:13,BIZ2,23,-,-
4/9/2018 10:13,PGP7,21,-,-
4/9/2018 10:13,PGPT,17,-,-
4/9/2018 10:16,LT13,19,-,-
4/9/2018 10:16,COM2,21,-,-
4/9/2018 10:16,KR-MRT,17,-,-
4/9/2018 10:16,LT29,20,-,-
4/9/2018 10:16,UHALL,12,-,-
4/9/2018 10:16,PGP12-OPP,9,-,-
4/9/2018 10:16,CENLIB,17,-,-
4/9/2018 10:16,STAFFCLUB-OPP,14,-,-
4/9/2018 10:16,AS7,20,-,-
4/9/2018 10:16,YIH,15,-,-
4/9/2018 10:16,BIZ2,24,-,-
4/9/2018 10:16,PGP7,10,-,-
4/9/2018 10:16,PGPT,14,-,-
4/9/2018 10:19,LT13,15,-,-
4/9/2018 10:19,COM2,19,-,-
4/9/2018 10:19,KR-MRT,14,-,-
4/9/2018 10:19,LT29,17,-,-
4/9/2018 10:19,UHALL,19,-,-
4/9/2018 10:19,PGP12-OPP,25,-,-
4/9/2018 10:20,CENLIB,12,-,-
4/9/2018 10:20,STAFFCLUB-OPP,20,-,-
4/9/2018 10:20,AS7,16,-,-
4/9/2018 10:20,YIH,21,-,-
4/9/2018 10:20,BIZ2,23,-,-
4/9/2018 10:20,PGP7,25,-,-
4/9/2018 10:20,PGPT,10,-,-
4/9/2018 10:23,LT13,22,-,-
4/9/2018 10:23,COM2,18,-,-
4/9/2018 10:23,KR-MRT,10,-,-
4/9/2018 10:23,LT29,13,-,-
4/9/2018 10:23,UHALL,15,-,-
4/9/2018 10:23,PGP12-OPP,23,-,-
4/9/2018 10:23,CENLIB,20,-,-
4/9/2018 10:23,STAFFCLUB-OPP,17,-,-
4/9/2018 10:23,AS7,23,-,-
4/9/2018 10:23,YIH,18,-,-
4/9/2018 10:23,BIZ2,15,-,-
4/9/2018 10:23,PGP7,16,-,-
4/9/2018 10:23,PGPT,17,-,-
4/9/2018 10:26,LT13,19,-,-
4/9/2018 10:26,COM2,21,-,-
4/9/2018 10:26,KR-MRT,17,-,-
4/9/2018 10:26,LT29,10,-,-
4/9/2018 10:26,UHALL,12,-,-
4/9/2018 10:26,PGP12-OPP,10,-,-
4/9/2018 10:26,CENLIB,17,-,-
4/9/2018 10:26,STAFFCLUB-OPP,14,-,-
4/9/2018 10:26,AS7,20,-,-
4/9/2018 10:26,YIH,15,-,-
4/9/2018 10:26,BIZ2,10,-,-
4/9/2018 10:26,PGP7,11,-,-
4/9/2018 10:26,PGPT,14,-,-
