time,busstop,nextArrivalTime,nextPassengers,passengers
4/9/2018 16:38,UHALL,20,-,-
4/9/2018 16:38,PGP12-OPP,33,-,-
4/9/2018 16:38,CENLIB,25,-,-
4/9/2018 16:38,STAFFCLUB-OPP,22,-,-
4/9/2018 16:38,AS7,28,-,-
4/9/2018 16:38,YIH,23,-,-
4/9/2018 16:38,BIZ2,32,-,-
4/9/2018 16:38,PGP7,34,-,-
4/9/2018 16:38,PGPT,12,-,-
4/9/2018 16:41,LT13,24,-,-
4/9/2018 16:41,COM2,20,-,-
4/9/2018 16:41,KR-MRT,12,-,-
4/9/2018 16:41,LT29,15,-,-
4/9/2018 16:41,UHALL,17,-,-
4/9/2018 16:41,PGP12-OPP,27,-,-
4/9/2018 16:41,CENLIB,22,-,-
4/9/2018 16:41,STAFFCLUB-OPP,19,-,-
4/9/2018 16:41,AS7,12,-,-
4/9/2018 16:41,YIH,20,-,-
4/9/2018 16:41,BIZ2,21,-,-
4/9/2018 16:41,PGP7,22,-,-
4/9/2018 16:42,PGPT,18,-,-
4/9/2018 16:45,LT13,20,-,-
4/9/2018 16:45,COM2,22,-,-
4/9/2018 16:45,KR-MRT,18,-,-
4/9/2018 16:45,LT29,11,-,-
4/9/2018 16:45,UHALL,13,-,-
4/9/2018 16:45,PGP12-OPP,10,-,-
4/9/2018 16:45,CENLIB,18,-,-
4/9/2018 16:45,STAFFCLUB-OPP,15,-,-
4/9/2018 16:45,AS7,21,-,-
4/9/2018 16:45,YIH,16,-,-
4/9/2018 16:45,BIZ2,10,-,-
4/9/2018 16:45,PGP7,10,-,-
4/9/2018 16:45,PGPT,15,-,-
4/9/2018 16:48,LT13,27,-,-
4/9/2018 16:48,COM2,29,-,-
4/9/2018 16:48,KR-MRT,15,-,-
4/9/2018 16:48,LT29,18,-,-
4/9/2018 16:48,UHALL,20,-,-
4/9/2018 16:48,PGP12-OPP,33,-,-
4/9/2018 16:48,CENLIB,25,-,-
4/9/2018 16:48,STAFFCLUB-OPP,22,-,-
4/9/2018 16:48,AS7,28,-,-
4/9/2018 16:48,YIH,23,-,-
4/9/2018 16:48,BIZ2,32,-,-
4/9/2018 16:48,PGP7,34,-,-
4/9/2018 16:48,PGPT,12,-,-
4/9/2018 16:51,LT13,14,-,-
4/9/2018 16:51,COM2,14,-,-
4/9/2018 16:51,KR-MRT,12,-,-
4/9/2018 16:51,LT29,15,-,-
4/9/2018 16:51,UHALL,17,-,-
4/9/2018 16:51,PGP12-OPP,25,-,-
4/9/2018 16:51,CENLIB,22,-,-
4/9/2018 16:51,STAFFCLUB-OPP,19,-,-
4/9/2018 16:51,AS7,11,-,-
4/9/2018 16:51,YIH,20,-,-
4/9/2018 16:51,BIZ2,21,-,-
4/9/2018 16:51,PGP7,21,-,-
4/9/2018 16:52,PGPT,18,-,-
4/9/2018 16:55,LT13,20,-,-
4/9/2018 16:55,COM2,22,-,-
4/9/2018 16:55,KR-MRT,18,-,-
4/9/2018 16:55,LT29,11,-,-
4/9/2018 16:55,UHALL,13,-,-
4/9/2018 16:55,PGP12-OPP,10,-,-
4/9/2018 16:55,CENLIB,18,-,-
4/9/2018 16:55,STAFFCLUB-OPP,15,-,-
4/9/2018 16:55,AS7,21,-,-
4/9/2018 16:55,YIH,16,-,-
4/9/2018 16:55,BIZ2,9,-,-
4/9/2018 16:55,PGP7,10,-,-
4/9/2018 16:55,PGPT,15,-,-
4/9/2018 16:58,LT13,27,-,-
4/9/2018 16:58,COM2,29,-,-
4/9/2018 16:58,KR-MRT,15,-,-
4/9/2018 16:58,LT29,18,-,-
4/9/2018 16:58,UHALL,20,-,-
4/9/2018 16:58,PGP12-OPP,33,-,-
4/9/2018 16:58,CENLIB,25,-,-
4/9/2018 16:58,STAFFCLUB-OPP,22,-,-
4/9/2018 16:58,AS7,28,-,-
4/9/2018 16:58,YIH,23,-,-
4/9/2018 16:58,BIZ2,32,-,-
4/9/2018 16:58,PGP7,34,-,-
4/9/2018 16:58,PGPT,12,-,-
4/9/2018 17:01,LT13,14,-,-
4/9/2018 17:01,COM2,17,-,-
4/9/2018 17:01,KR-MRT,12,-,-
4/9/2018 17:01,LT29,15,-,-
4/9/2018 17:01,UHALL,17,-,-
4/9/2018 17:01,PGP12-OPP,24,-,-
4/9/2018 17:01,CENLIB,22,-,-
4/9/2018 17:02,STAFFCLUB-OPP,18,-,-
4/9/2018 17:02,AS7,10,-,-
4/9/2018 17:02,YIH,19,-,-
4/9/2018 17:02,BIZ2,23,-,-
4/9/2018 17:02,PGP7,20,-,-
4/9/2018 17:02,PGPT,18,-,-
4/9/2018 17:05,LT13,20,-,-
4/9/2018 17:05,COM2,22,-,-
4/9/2018 17:05,KR-MRT,18,-,-
4/9/2018 17:05,LT29,11,-,-
4/9/2018 17:05,UHALL,13,-,-
4/9/2018 17:05,PGP12-OPP,12,-,-
4/9/2018 17:05,CENLIB,18,-,-
4/9/2018 17:05,STAFFCLUB-OPP,15,-,-
4/9/2018 17:05,AS7,21,-,-
4/9/2018 17:05,YIH,16,-,-
4/9/2018 17:05,BIZ2,11,-,-
4/9/2018 17:05,PGP7,12,-,-
4/9/2018 17:05,PGPT,15,-,-
4/9/2018 17:08,LT13,27,-,-
4/9/2018 17:08,COM2,29,-,-
4/9/2018 17:08,KR-MRT,15,-,-
4/9/2018 17:08,LT29,18,-,-
4/9/2018 17:08,UHALL,20,-,-
4/9/2018 17:08,PGP12-OPP,33,-,-
4/9/2018 17:08,CENLIB,25,-,-
4/9/2018 17:08,STAFFCLUB-OPP,22,-,-
4/9/2018 17:08,AS7,28,-,-
4/9/2018 17:08,YIH,23,-,-
4/9/2018 17:08,BIZ2,32,-,-
4/9/2018 17:08,PGP7,34,-,-
4/9/2018 17:08,PGPT,12,-,-
4/9/2018 17:11,LT13,11,-,-
4/9/2018 17:11,COM2,19,-,-
4/9/2018 17:11,KR-MRT,12,-,-
4/9/2018 17:11,LT29,14,-,-
4/9/2018 17:12,UHALL,16,-,-
4/9/2018 17:12,PGP12-OPP,20,-,-
4/9/2018 17:12,CENLIB,21,-,-
4/9/2018 17:12,STAFFCLUB-OPP,18,-,-
4/9/2018 17:12,AS7,17,-,-
4/9/2018 17:12,YIH,19,-,-
4/9/2018 17:12,BIZ2,20,-,-
4/9/2018 17:12,PGP7,19,-,-
4/9/2018 17:12,PGPT,18,-,-
