node.node_id,session_id,begin.sys_time,end.sys_time,begin.gps_info.gps_time,end.gps_info.gps_time,begin.gps_info.coords.lat,end.gps_info.coords.lat,begin.gps_info.coords.lon,end.gps_info.coords.lon,duration,mac_hash
2034,"74163d850792922a6e6a1a967439d29534caa321","2018-03-30T01:01:20.000Z","2018-03-30T01:11:21.000Z","2018-03-30T01:01:19.000Z","2018-03-30T01:11:20.000Z",1.2911,1.2964333,103.78122,103.7722,601,"fa6f70636474ff4744b5a9a2dafccacfdaf2ce25"
2034,"62c77c842623ed1f4777f04e94c7a02617005437","2018-03-30T01:01:30.000Z","2018-03-30T01:19:08.000Z","2018-03-30T01:01:29.000Z","2018-03-30T01:19:07.000Z",1.2913001,1.2931666,103.7819,103.77782,491,"c5cdff7439bf08f25bc83266b082bcb353f5a6e4"
2034,"6dc8fe335537ce2a87c04b5b27e6143d0551e5f1","2018-03-30T01:01:33.000Z","2018-03-30T01:20:23.000Z","2018-03-30T01:01:32.000Z","2018-03-30T01:20:22.000Z",1.2914,1.2919,103.78208,103.78046,588,"8b2aad901d27879bfb710428a0f6b82c95705cec"
2034,"f02566ca57dd69bedd99c5ae0b428acafce60002","2018-03-30T01:01:36.000Z","2018-03-30T01:11:37.000Z","2018-03-30T01:01:35.000Z","2018-03-30T01:11:36.000Z",1.2914833,1.2963001,103.78226,103.77188,174,"e1b4bd4459171d4c8018629f78a187efa3f5f67c"
2034,"e6db3dfc2e874c7286d44f21cf01b522bbe5aa59","2018-03-30T01:02:00.000Z","2018-03-30T01:17:00.000Z","2018-03-30T01:01:59.000Z","2018-03-30T01:16:59.000Z",1.2918333,1.2923334,103.78323,103.7738,491,"6e6f4b3e89e9291e21107d353d5406a3969efc11"
2034,"8f9b803770a8e6cbf8627f62a5cc6314675863b4","2018-03-30T01:02:35.000Z","2018-03-30T01:17:36.000Z","2018-03-30T01:02:34.000Z","2018-03-30T01:17:35.000Z",1.2916833,1.2930167,103.78347,103.77509,559,"79d2b4b1d1f5746313551493f29222a936560ad4"
2034,"393c159e707cf35776d84eb93e7c4aff8b1cb7a8","2018-03-30T01:02:47.000Z","2018-03-30T01:13:04.000Z","2018-03-30T01:02:46.000Z","2018-03-30T01:13:02.000Z",1.2916833,1.2937334,103.78347,103.77119,102,"af8fc21571f1854b012889f6d2688a5bc93fc135"
2034,"e38316e992f1fa20d5cd7900b114acf18d2c385e","2018-03-30T01:03:53.000Z","2018-03-30T01:13:54.000Z","2018-03-30T01:03:52.000Z","2018-03-30T01:13:52.000Z",1.29445,1.2939667,103.78475,103.77237,27,"3ecd4c171ceca7922653c5fe4bfc37a37c95b972"
2034,"46a7ca3bd07d29248a2c0d28f8e0cf96922ed876","2018-03-30T01:03:58.000Z","2018-03-30T01:19:00.000Z","2018-03-30T01:03:57.000Z","2018-03-30T01:18:59.000Z",1.2947333,1.2934,103.78448,103.77744,313,"4ec232c8008f583468393c7bbb427ae2c8148a97"
2034,"8ab6235c0a8f1db8403354a8f9488e1e81c4fe75","2018-03-30T01:04:06.000Z","2018-03-30T01:14:08.000Z","2018-03-30T01:04:05.000Z","2018-03-30T01:14:07.000Z",1.2949001,1.2941834,103.78439,103.77265,280,"d60b234e1214fefaebe438bfbe0e4a897534444f"
2034,"76e084a979bf11b5e64a2501512fce3e1d6c241e","2018-03-30T01:04:27.000Z","2018-03-30T01:19:28.000Z","2018-03-30T01:04:26.000Z","2018-03-30T01:19:27.000Z",1.2949333,1.2928667,103.78437,103.77901,352,"2ca1668166a2c8ca901959a5de45cb623d7a16b2"
2034,"ad37c92d472808770a7d8d9c3672d9ec6b9b6890","2018-03-30T01:04:39.000Z","2018-03-30T01:19:40.000Z","2018-03-30T01:04:38.000Z","2018-03-30T01:19:39.000Z",1.2953333,1.2924334,103.78416,103.77962,315,"682af9ca333fbe928276a3ce2370e87e9f30cb98"
2034,"be5df5e2675ebadb7b6e68b9064d6818bfa11607","2018-03-30T01:05:09.000Z","2018-03-30T01:19:58.000Z","2018-03-30T01:05:08.000Z","2018-03-30T01:19:57.000Z",1.2967167,1.29205,103.78285,103.78032,377,"ca8944b258b57dc43a1d6a267876ebc3328aeb55"
2060,"c39d1e38180812e549f04a973bb7bfc611f55d3f","2018-03-30T01:05:13.000Z","2018-03-30T01:21:32.000Z","2018-03-30T01:05:15.000Z","2018-03-30T01:21:34.000Z",1.29225,1.29115,103.77399,103.78067,504,"64191a03cc4d3079515d94593cb1b9bd7c8f8351"
2060,"c86fa8572aa835e533a59406d1485e3fb2c7c9eb","2018-03-30T01:05:16.000Z","2018-03-30T01:20:51.000Z","2018-03-30T01:05:18.000Z","2018-03-30T01:20:53.000Z",1.29225,1.2909,103.77386,103.7813,515,"6daa990df34e43fc81850dafcb10b2f5d9f6508c"
2034,"b8d063cde8593e22eb49a1aff5136bcce8f05629","2018-03-30T01:05:35.000Z","2018-03-30T01:15:36.000Z","2018-03-30T01:05:34.000Z","2018-03-30T01:15:35.000Z",1.2973666,1.2945501,103.78145,103.77298,250,"3957e2a070f7e61122b7c7003968046e39b5aece"
2034,"202d431d83e59bb4cf81a25f4d39f90e9086fb90","2018-03-30T01:05:50.000Z","2018-03-30T01:20:26.000Z","2018-03-30T01:05:49.000Z","2018-03-30T01:20:25.000Z",1.2974167,1.2919,103.78097,103.78046,349,"bd0095da6098f3fad64a1bff8a4685cb8661d79f"
2060,"0a12260185ac8367bfda29fc6070ce481edd30f7","2018-03-30T01:05:58.000Z","2018-03-30T01:20:48.000Z","2018-03-30T01:06:00.000Z","2018-03-30T01:20:50.000Z",1.2932833,1.2909501,103.77238,103.78138,486,"b1ab3cb1ebf3739f002d75a783b7ed6e9ffd9747"
2060,"49d6c93cc74668de755a340770cbf4f6bfe05893","2018-03-30T01:06:13.000Z","2018-03-30T01:21:53.000Z","2018-03-30T01:06:15.000Z","2018-03-30T01:21:55.000Z",1.29345,1.2919667,103.77209,103.78032,455,"d3948b840f5bace2fa2c8f7f3a06ef62543d10f4"
2060,"0a01e20cea9786c536f224294299951c9be88b09","2018-03-30T01:06:18.000Z","2018-03-30T01:21:44.000Z","2018-03-30T01:06:20.000Z","2018-03-30T01:21:46.000Z",1.2937,1.2916666,103.77213,103.78032,406,"a5ec350f80d7ceb599b0bd14903d4729ffae2cb8"
2060,"5ad3be4a12ea02f75a481777423ffaa3ae5246ca","2018-03-30T01:06:48.000Z","2018-03-30T01:22:08.000Z","2018-03-30T01:06:50.000Z","2018-03-30T01:22:10.000Z",1.2944666,1.2919333,103.7728,103.78056,320,"b46702fa2d16d441bfe566f9d04f250805e6ea27"
2034,"d2b648f7a56974dbb51886632c3aefebe3e0a9dc","2018-03-30T01:07:03.000Z","2018-03-30T01:17:05.000Z","2018-03-30T01:07:02.000Z","2018-03-30T01:17:04.000Z",1.2971667,1.2922333,103.7787,103.77405,267,"bb0f4fa0431e67cbd970e8212ddb7c7405dd6fb6"
2060,"4eb554112d69f8403959974e0b7e79a3401a7094","2018-03-30T01:08:18.000Z","2018-03-30T01:18:20.000Z","2018-03-30T01:08:20.000Z","2018-03-30T01:18:22.000Z",1.2938501,1.2949001,103.77237,103.78461,17,"e4ccea657f44e3e65915d98766642204be01f2bb"
2034,"69c4cac289d2374d41f3184e9841892e8edff85c","2018-03-30T01:08:48.000Z","2018-03-30T01:18:49.000Z","2018-03-30T01:08:47.000Z","2018-03-30T01:18:48.000Z",1.2989167,1.2937666,103.77525,103.77689,52,"d2412eb1b79c211884de10fea1c73039bd27aaf6"
2034,"09e7def2635d2050af7bfac3de4d82a45aa85739","2018-03-30T01:08:48.000Z","2018-03-30T01:23:40.000Z","2018-03-30T01:08:47.000Z","2018-03-30T01:23:39.000Z",1.2989167,1.2918667,103.77525,103.78049,292,"647a03625ce903279cd9f58a8669025249a76c95"
2034,"1d4e0da29416300b548e463a6ea1dac85c36bb1c","2018-03-30T01:09:21.000Z","2018-03-30T01:29:27.000Z","2018-03-30T01:09:20.000Z","2018-03-30T01:29:26.000Z",1.2989167,1.2918833,103.77431,103.78052,680,"59e250308b7797215ea1f240d34f6caa7bc363ef"
2034,"552f580faa3cbdf36c937d9f7ee4327947fd6a53","2018-03-30T01:09:24.000Z","2018-03-30T01:19:26.000Z","2018-03-30T01:09:23.000Z","2018-03-30T01:19:25.000Z",1.2988833,1.2929,103.7743,103.7789,19,"deeaa16c1c3d5f246bb4f8c8a1f21dde99ac44d6"
2060,"2a012a98c4e2c9ee679ee606bba043e9ca6cfbbf","2018-03-30T01:09:37.000Z","2018-03-30T01:19:38.000Z","2018-03-30T01:09:39.000Z","2018-03-30T01:19:40.000Z",1.2955167,1.2919667,103.7707,103.78402,241,"5068e26b613eec21105c78029f7dded1e812347d"
2034,"7dabc732e4bb8f06f5e58472f58b46352bf8d376","2018-03-30T01:09:37.000Z","2018-03-30T01:19:38.000Z","2018-03-30T01:09:36.000Z","2018-03-30T01:19:37.000Z",1.2988666,1.2925,103.77428,103.77953,18,"cf5628455086d7ec929e462fe8e4f7977cc941f7"
2060,"ad04f5feb77d04c4498a72ddd39ed099959f7283","2018-03-30T01:10:28.000Z","2018-03-30T01:20:30.000Z","2018-03-30T01:10:30.000Z","2018-03-30T01:20:32.000Z",1.2965333,1.29135,103.77219,103.78214,200,"6f065ff2e13ffb6fa45a6dbb2263bde6b82613cf"
2034,"16a671017f288dc2ed855c404aefa025f040deec","2018-03-30T01:11:02.000Z","2018-03-30T01:21:03.000Z","2018-03-30T01:11:01.000Z","2018-03-30T01:21:02.000Z",1.2965,1.2918667,103.77232,103.78055,30,"b3b5746d6b0435405ef1b27a84f112433e13893e"
2060,"c1388bf83569ff582dda7da907c0e21488b93360","2018-03-30T01:11:22.000Z","2018-03-30T01:21:24.000Z","2018-03-30T01:11:24.000Z","2018-03-30T01:21:26.000Z",1.29805,1.2909666,103.77327,103.78095,144,"464135f516af4f33ed0504889d1aefc91384c742"
2060,"8a1a2236a4a1ddd14083770993357f214799d451","2018-03-30T01:11:29.000Z","2018-03-30T01:21:31.000Z","2018-03-30T01:11:31.000Z","2018-03-30T01:21:33.000Z",1.2983,1.2911166,103.77365,103.7807,2,"2ca1668166a2c8ca901959a5de45cb623d7a16b2"
2060,"60fe573cb2a4c838a14c8071cfa1f8cd595da8c0","2018-03-30T01:12:23.000Z","2018-03-30T01:22:24.000Z","2018-03-30T01:12:25.000Z","2018-03-30T01:22:26.000Z",1.29985,1.2919333,103.77451,103.78056,60,"3957e2a070f7e61122b7c7003968046e39b5aece"
2060,"29353f4564b30900501ebf71c505ed3fa2e59314","2018-03-30T01:13:07.000Z","2018-03-30T01:23:08.000Z","2018-03-30T01:13:09.000Z","2018-03-30T01:23:10.000Z",1.3011833,1.2919333,103.77332,103.78056,66,"682af9ca333fbe928276a3ce2370e87e9f30cb98"
2034,"c8653d75202c046bbb0ac881d9b9943c20f34611","2018-03-30T01:13:19.000Z","2018-03-30T01:23:21.000Z","2018-03-30T01:13:18.000Z","2018-03-30T01:23:20.000Z",1.29345,1.2918667,103.77193,103.78049,111,"246525024aa48ad374afabc2c8c5c002934d3bd9"
2060,"2a210174b216d2ca4dc18874998d2f5f76b6ef0a","2018-03-30T01:15:00.000Z","2018-03-30T01:25:04.000Z","2018-03-30T01:15:02.000Z","2018-03-30T01:25:06.000Z",1.2989167,1.2919333,103.77612,103.78062,131,"f2186c08a0585800c3739a5c43632db3a12b44a8"
2060,"7c17e4c55a609cf7445a8547264e47aa0fe1633d","2018-03-30T01:15:03.000Z","2018-03-30T01:25:04.000Z","2018-03-30T01:15:05.000Z","2018-03-30T01:25:06.000Z",1.2989167,1.2919333,103.77612,103.78062,131,"1feaa69709bc0ebb27b9ed9e1f9249a71d0cd734"
2060,"629374172dca501766b8d76153d83a0ac9bc63b1","2018-03-30T01:15:49.000Z","2018-03-30T01:25:50.000Z","2018-03-30T01:15:51.000Z","2018-03-30T01:25:52.000Z",1.2974167,1.29195,103.77821,103.78062,13,"88456df6d226f7e0e7d621c9787361afe9cdebf8"
2034,"5c5db063c96537d0106adba9f29c5aeb73786295","2018-03-30T01:17:10.000Z","2018-03-30T01:27:12.000Z","2018-03-30T01:17:09.000Z","2018-03-30T01:27:11.000Z",1.2922167,1.2919,103.77425,103.78053,8,"66ad4cb53492e4b443a4867635c40000704a898d"
2060,"77f337cd691915a2a7a858a81daf6dbc189c0216","2018-03-30T01:17:39.000Z","2018-03-30T01:27:41.000Z","2018-03-30T01:17:41.000Z","2018-03-30T01:27:43.000Z",1.2968833,1.2919333,103.78308,103.78062,73,"5f011f472147e3fd8e6e89ff8e067e3acc2e611e"
2060,"dbde544ebc2687711d40085b50d2f924d86a1444","2018-03-30T01:18:20.000Z","2018-03-30T01:28:21.000Z","2018-03-30T01:18:22.000Z","2018-03-30T01:28:23.000Z",1.2949001,1.2919333,103.78461,103.78062,38,"cc3d959709086c2749595ae0e4e84f2dbe90676b"
2034,"0da4cbd0e0bed20a08f86ecd663ae9df801277ee","2018-03-30T01:18:45.000Z","2018-03-30T01:28:55.000Z","2018-03-30T01:18:44.000Z","2018-03-30T01:28:54.000Z",1.2937666,1.2918833,103.77668,103.78052,10,"b681162d1ef6617014f1ff5f56e21a8485d17997"
2060,"b5f6d1c17fc4c6478ec74721e875ae6cda731547","2018-03-30T01:18:50.000Z","2018-03-30T01:28:51.000Z","2018-03-30T01:18:52.000Z","2018-03-30T01:28:53.000Z",1.29425,1.2919333,103.78502,103.78063,5,"4eeabf72404d47822337402fdb418d8e4d4fe22d"
2034,"ec4387d7cd2f7ce85d176351050a3c070c401c9c","2018-03-30T01:22:06.000Z","2018-03-30T01:35:53.000Z","2018-03-30T01:22:05.000Z","2018-03-30T01:35:52.000Z",1.2918667,1.2960167,103.7805,103.78378,259,"940390cc9e248eca8ff0fa4a92923e10c6b20d43"
2060,"cd32c6982c2038550fadf7486b0384c0e0c861c4","2018-03-30T01:27:28.000Z","2018-03-30T01:37:29.000Z","2018-03-30T01:27:30.000Z","2018-03-30T01:37:31.000Z",1.2919333,1.29365,103.78062,103.77212,256,"75711c5f51232440d4a9888dee36b6bb682ac6fb"
2034,"7c76ad70cd9a8521b6e6712dc39136a1a5fe8549","2018-03-30T01:31:17.000Z","2018-03-30T01:41:18.000Z","2018-03-30T01:31:16.000Z","2018-03-30T01:41:17.000Z",1.2918167,1.2987334,103.78036,103.77413,25,"d553d8d682a382b11dd1afe6b594dcd9c64a46cf"
2034,"cfb97e3f35adfa119092c4bc4e535fd9cf91ae6e","2018-03-30T01:31:18.000Z","2018-03-30T01:41:19.000Z","2018-03-30T01:31:17.000Z","2018-03-30T01:41:18.000Z",1.2918167,1.2987167,103.78036,103.77412,3,"750abb2da84ffa5c6128aa010c2312a66c08e997"
2034,"d77a4f5f6c054b58c6c2e13cbfd1d06659878e4d","2018-03-30T01:31:22.000Z","2018-03-30T01:46:54.000Z","2018-03-30T01:31:21.000Z","2018-03-30T01:46:52.000Z",1.2918167,1.29425,103.78036,103.77374,380,"90374c8e12bee7031997553460a9ae6ed82c037f"
2034,"5aaf58ac5de649fb2bc5166ebee8c13da1ba4e60","2018-03-30T01:31:26.000Z","2018-03-30T01:41:27.000Z","2018-03-30T01:31:25.000Z","2018-03-30T01:41:26.000Z",1.2918167,1.2984999,103.78036,103.7739,21,"939b409f6b69f520156d92b3638c7cf26d3803c0"
2034,"18222473c86660b384acca3bd79dea05a86924e6","2018-03-30T01:31:26.000Z","2018-03-30T01:41:27.000Z","2018-03-30T01:31:25.000Z","2018-03-30T01:41:26.000Z",1.2918167,1.2984999,103.78036,103.7739,1,"6287e1107d9bb4e5b73d502d0c51887f8b7eb666"
2034,"a065dac5ac1100a56394be3c7849909e2872d0c2","2018-03-30T01:31:31.000Z","2018-03-30T01:41:36.000Z","2018-03-30T01:31:30.000Z","2018-03-30T01:41:35.000Z",1.2918167,1.2982167,103.78036,103.77357,276,"b938339565fd98665e3cb5ee78e5b3d24bb22c6d"
2034,"b85c35b4c4b8ac5555cc40128dabd78a1ad673c7","2018-03-30T01:31:38.000Z","2018-03-30T01:41:40.000Z","2018-03-30T01:31:37.000Z","2018-03-30T01:41:39.000Z",1.2918167,1.2981,103.78036,103.7734,146,"ef46153be96ea5a87bed38a49541ae1f6c9dbd9e"
2034,"17de49f5a13739c52a08b23613166af32d2c1a12","2018-03-30T01:31:44.000Z","2018-03-30T01:51:21.000Z","2018-03-30T01:31:43.000Z","2018-03-30T01:51:20.000Z",1.2917833,1.2932833,103.78035,103.77758,647,"3e5f3b43d1bcf2e362de7165a9ffb0130fdd537a"
2034,"72623e3f2fcc36230ce6e36b06da576d47d199a2","2018-03-30T01:31:52.000Z","2018-03-30T01:41:53.000Z","2018-03-30T01:31:52.000Z","2018-03-30T01:41:52.000Z",1.2915167,1.2976167,103.78043,103.773,215,"c48519b335f032f2bd4820521c41a6e569cb6e79"
2034,"d99bab4c427ea6c5b06d3dff80e14414e3655073","2018-03-30T01:32:01.000Z","2018-03-30T01:47:06.000Z","2018-03-30T01:32:00.000Z","2018-03-30T01:47:05.000Z",1.29125,1.2942333,103.78065,103.77365,484,"2558a5af5c53e0fa5fd56b192bbf92dc54614bdf"
2034,"2b8d73a4d124fee65e3835b6bd15d9154e69fdb3","2018-03-30T01:32:01.000Z","2018-03-30T01:52:01.000Z","2018-03-30T01:32:00.000Z","2018-03-30T01:52:00.000Z",1.29125,1.2923501,103.78065,103.7797,678,"bd537e40dba54144e30ffa38821a1d4c3ee5b3e7"
2034,"9052ff2a3bc8864099a8b935d260996723ceba98","2018-03-30T01:32:15.000Z","2018-03-30T01:42:16.000Z","2018-03-30T01:32:14.000Z","2018-03-30T01:42:15.000Z",1.2911667,1.2967,103.78136,103.77258,250,"13952b476e388442bbe0f5198b37fa6537b6a0c1"
2034,"a2cead4b9b52bc1eaebc0f00a26282041d41b9bf","2018-03-30T01:32:18.000Z","2018-03-30T01:42:19.000Z","2018-03-30T01:32:17.000Z","2018-03-30T01:42:18.000Z",1.2912,1.2966,103.78155,103.77248,88,"690dd616068b92fb98ba0c88ed01891e29f9412d"
2034,"cd94614ef55aee8a5ef7ba5fa87ef4e39ea9f2f7","2018-03-30T01:32:21.000Z","2018-03-30T01:42:25.000Z","2018-03-30T01:32:20.000Z","2018-03-30T01:42:24.000Z",1.29125,1.2964,103.78173,103.7723,244,"ee8ccf862ce1d5d514528475bec5a2a02248d665"
2034,"e6b6a7955903931bf9bdba94e3be1e9a377983f8","2018-03-30T01:32:24.000Z","2018-03-30T01:47:25.000Z","2018-03-30T01:32:23.000Z","2018-03-30T01:47:24.000Z",1.2913166,1.2945334,103.78191,103.77313,378,"6ec85215a45811794bbcccc65038856195e72b51"
2034,"a8062186bdbbaa2f1515faede8bbc814e76b77f4","2018-03-30T01:32:43.000Z","2018-03-30T01:42:45.000Z","2018-03-30T01:32:42.000Z","2018-03-30T01:42:44.000Z",1.2917,1.2963834,103.78285,103.77222,185,"31bafe2dd6a64f246ca9e505e4f6a295fa558614"
2034,"ddd0e35b8383b9bbe7436c62bc1b0dbb919d4aa0","2018-03-30T01:32:52.000Z","2018-03-30T01:48:52.000Z","2018-03-30T01:32:51.000Z","2018-03-30T01:48:51.000Z",1.2919166,1.2928333,103.78308,103.77328,441,"fda35f0a219a214025bb6b114ad4657dc95757f1"
2034,"7dfff63037e56dd7ebba41bbd47ee730c3cbf502","2018-03-30T01:32:59.000Z","2018-03-30T01:46:20.000Z","2018-03-30T01:32:58.000Z","2018-03-30T01:46:19.000Z",1.2917833,1.29495,103.78335,103.77319,201,"007e6e6e23d4d9411f57b66ac05e9859e688e4a3"
2034,"bd122ce5d2d6ddefd898f675ac9563d2b3b48043","2018-03-30T01:33:10.000Z","2018-03-30T01:43:11.000Z","2018-03-30T01:33:09.000Z","2018-03-30T01:43:10.000Z",1.2917,1.2962667,103.78349,103.77147,203,"1d45655242959bff5b7cddcafcc07c98ab125ee2"
2034,"b153bc9998ba89a9f5fc4b050f4dce956aa71c40","2018-03-30T01:33:15.000Z","2018-03-30T01:43:17.000Z","2018-03-30T01:33:14.000Z","2018-03-30T01:43:16.000Z",1.2916833,1.2962834,103.7835,103.77125,180,"9d6d015cd03bf1953a524562f3c2eae7105c9b63"
2060,"4932f0b5dd1b187ce61bb7c8187ecbbb3de3cf8a","2018-03-30T01:33:18.000Z","2018-03-30T01:53:08.000Z","2018-03-30T01:33:20.000Z","2018-03-30T01:53:10.000Z",1.2918,1.2916501,103.78045,103.78375,776,"750abb2da84ffa5c6128aa010c2312a66c08e997"
2060,"6b42dd7078b81a4812ba88a8f781b48d03858427","2018-03-30T01:33:29.000Z","2018-03-30T01:53:04.000Z","2018-03-30T01:33:31.000Z","2018-03-30T01:53:06.000Z",1.2918333,1.2916501,103.78042,103.78375,741,"696ab6916a60afd6a4c492c34c8770e71375d7b0"
2034,"15c4daec3cc809ba5bf09b39381e4673d58ae935","2018-03-30T01:33:29.000Z","2018-03-30T01:43:31.000Z","2018-03-30T01:33:28.000Z","2018-03-30T01:43:30.000Z",1.2920834,1.296,103.78412,103.7709,130,"f79d276123531ea0a16884b4e5be76793231641e"
2060,"d6ae9639e16edffaceb65421d6a793bd2c64979d","2018-03-30T01:33:30.000Z","2018-03-30T01:50:24.000Z","2018-03-30T01:33:32.000Z","2018-03-30T01:50:26.000Z",1.29185,1.2966334,103.78042,103.78326,562,"d553d8d682a382b11dd1afe6b594dcd9c64a46cf"
2060,"64e0967c63dc06df012f1df8fdbed06362966fa4","2018-03-30T01:33:42.000Z","2018-03-30T01:44:05.000Z","2018-03-30T01:33:44.000Z","2018-03-30T01:44:07.000Z",1.2919,1.29995,103.7804,103.7745,114,"7e02456cb52a70e59f046a4fb1e3661ee4d7bc8a"
2060,"cde441d718242fdb3ba69c4b611f5e92798e2b61","2018-03-30T01:33:50.000Z","2018-03-30T01:53:29.000Z","2018-03-30T01:33:52.000Z","2018-03-30T01:53:31.000Z",1.2920667,1.29155,103.78022,103.7836,783,"8567a13ed830a9a07c1e6880a9ec8e6bc911a079"
2034,"5ae0ba71765a3d9471599e0930d232608aacb754","2018-03-30T01:33:53.000Z","2018-03-30T01:48:54.000Z","2018-03-30T01:33:52.000Z","2018-03-30T01:48:52.000Z",1.2930334,1.2928001,103.78503,103.77333,517,"e001b03657a053336f70a70204c0d46af5ac061c"
2060,"9daa1ed3b8bbf4dc88f716c072e1f591881ad095","2018-03-30T01:34:01.000Z","2018-03-30T01:53:39.000Z","2018-03-30T01:34:03.000Z","2018-03-30T01:53:41.000Z",1.2923,1.2918333,103.77962,103.78322,669,"26ade432475e283366b01dae5f8aac26d395ffe5"
2034,"93f8cedcc338bdadcdc375f27f3f7425ea124ce2","2018-03-30T01:34:10.000Z","2018-03-30T01:44:11.000Z","2018-03-30T01:34:09.000Z","2018-03-30T01:44:10.000Z",1.2930334,1.2946333,103.78503,103.77063,248,"d2b4b1751b3e974f28aedf73c6db6e42ab6fda35"
2060,"430a950f3be86523b064b92968a0718e87266144","2018-03-30T01:34:16.000Z","2018-03-30T01:44:20.000Z","2018-03-30T01:34:18.000Z","2018-03-30T01:44:22.000Z",1.29295,1.30065,103.77866,103.77399,604,"e7e5ca82c8efa2027320e2b152e974b9ab72a0aa"
2060,"803c1d035b98f8efe3140b3cad1982d6e33ce41f","2018-03-30T01:34:19.000Z","2018-03-30T01:44:20.000Z","2018-03-30T01:34:21.000Z","2018-03-30T01:44:22.000Z",1.29295,1.30065,103.7784,103.77399,601,"0280c12b90b2f7fddfdabcc036145ef832666955"
2034,"899b93eefeafb1b34d1ac06b34db36bfdd01c03a","2018-03-30T01:34:22.000Z","2018-03-30T01:44:23.000Z","2018-03-30T01:34:21.000Z","2018-03-30T01:44:22.000Z",1.2931334,1.2946333,103.78508,103.77063,1,"1ed7ef5b52b76295ec3a5549b3e09498e328ccf9"
2034,"4d1ccaedbe0db3f058588aec0037a2542e1b29a5","2018-03-30T01:34:23.000Z","2018-03-30T01:52:36.000Z","2018-03-30T01:34:22.000Z","2018-03-30T01:52:35.000Z",1.2931833,1.2919,103.78508,103.78045,506,"bdc21b9e342201472b38cd41f11d6e9d607fa0b4"
2060,"61f0dea6e7cfb0450931ce6c4b0133aec55b56b0","2018-03-30T01:34:38.000Z","2018-03-30T01:49:51.000Z","2018-03-30T01:34:40.000Z","2018-03-30T01:49:53.000Z",1.2937,1.2974334,103.77693,103.78146,489,"612c747cfdfcdc4e1a8e57dac47d1e40a1864974"
